id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability,mitigations,qualifiers,mental_disorder_partially,deaf_15-17,unjust_provocation_moderate,unjust_provocation_mild,age_15-17,age_12-14,discretionary_mitigation,deaf_18-21,unjust_provocation_severe,failed_crime,femicide,tradition,premeditated_kill,relative,to_cover_another_crime,blood_feud,public_servant,monstrous,destructive,child,sentence_type,sentence_amount,is_fixed_term
1929,25-34,Female,Turk,Homeless,True,True,False,True,False,False,True,True,False,True,True,Middle School,Married,Retired,6,2,1,2,74.57,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1930,25-34,Female,Turk,Rent,False,False,True,True,True,True,True,False,True,True,False,High School,Married,Retired,2,2,1,1,87.32,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,231,True
1931,45-54,Male,Turk,Rent,True,False,False,False,True,False,False,True,True,False,False,Primary School,Divorced,Unemployed,3,3,1,1,68.2,['unjust_provocation_moderate'],['femicide'],False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Fixed Term,247,True
1932,18-24,Female,Turk,Rent,False,False,False,False,True,True,False,False,True,False,True,Primary School,Divorced,Student,1,2,1,1,65.45,['mental_disorder_partially'],['tradition'],True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fixed Term,300,True
1933,35-44,Male,Other,Houseowner,False,True,False,True,False,False,True,False,True,True,True,Illiterate,Single,Student,1,3,1,1,60.78,[],['tradition'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1934,18-24,Male,Turk,Rent,False,False,True,False,False,False,True,False,False,True,True,Illiterate,Single,Employed,3,1,1,1,82.73,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1935,45-54,Male,Other,Rent,False,False,True,True,True,False,True,False,True,True,False,Literate without schooling,Single,Retired,2,2,1,1,92.44,['mental_disorder_partially'],['blood_feud'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fixed Term,300,True
1936,45-54,Female,Turk,Rent,False,True,False,False,False,False,False,False,True,False,True,Literate without schooling,Single,Student,7,1,1,1,66.34,[],['to_cover_another_crime'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1937,15-17,Female,Turk,Homeless,False,True,False,False,False,False,False,False,False,False,False,Literate without schooling,Single,Employed,0,1,1,1,79.3,['age_15-17'],['monstrous'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fixed Term,286,True
1938,45-54,Male,Turk,Rent,False,False,True,False,False,False,True,False,False,True,False,High School,Married,Unemployed,3,2,1,1,60.4,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1939,35-44,Male,Turk,Houseowner,False,False,True,True,True,True,False,False,True,True,False,High School,Married,Unemployed,1,2,1,2,67.83,"['mental_disorder_partially', 'unjust_provocation_moderate', 'discretionary_mitigation']",['monstrous'],True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Fixed Term,190,True
1940,25-34,Female,Turk,Houseowner,False,True,True,False,True,False,False,False,True,True,True,Primary School,Single,Unemployed,3,3,1,1,82.0,['mental_disorder_partially'],['child'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Fixed Term,300,True
1941,55-64,Male,Other,Rent,False,False,False,True,True,False,True,True,False,True,False,Middle School,Single,Unemployed,4,1,1,1,58.26,['unjust_provocation_mild'],['premeditated_kill'],False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fixed Term,223,True
1942,18-24,Male,Turk,Rent,True,False,False,False,True,True,False,True,True,False,False,Primary School,Single,Employed,2,2,1,1,80.89,"['mental_disorder_partially', 'unjust_provocation_severe', 'discretionary_mitigation']",['femicide'],True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,Fixed Term,224,True
1943,35-44,Male,Turk,Houseowner,True,True,False,True,True,False,False,True,False,False,True,Primary School,Married,Retired,6,2,1,2,60.62,['mental_disorder_partially'],['destructive'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fixed Term,300,True
1944,45-54,Male,Turk,Rent,False,True,True,True,True,True,False,True,True,False,True,Primary School,Married,Retired,1,3,1,1,57.23,['mental_disorder_partially'],['monstrous'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fixed Term,300,True
1945,18-24,Male,Other,Homeless,True,False,True,True,False,False,False,False,False,False,True,Middle School,Married,Unemployed,2,0,1,1,55.48,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1946,12-14,Male,Other,Homeless,False,True,False,False,False,False,False,False,True,False,False,Illiterate,Single,Employed,0,0,1,1,75.72,"['age_12-14', 'discretionary_mitigation']",[],False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,157,True
1947,15-17,Male,Other,Houseowner,False,False,False,False,False,False,True,True,False,False,False,Primary School,Single,Student,0,2,1,1,86.98,['age_15-17'],['tradition'],False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fixed Term,247,True
1948,18-24,Female,Turk,Houseowner,False,True,True,True,False,False,True,True,False,True,True,Primary School,Single,Student,2,2,1,1,91.8,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1949,25-34,Male,Turk,Homeless,True,False,False,True,False,False,True,True,True,False,False,Illiterate,Married,Student,2,1,1,1,80.49,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1950,15-17,Female,Other,Rent,False,False,False,True,False,True,False,True,False,False,False,Illiterate,Single,Student,0,0,1,1,66.08,['age_15-17'],[],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,248,True
1951,25-34,Male,Turk,Houseowner,True,True,False,False,True,False,True,False,True,True,True,Primary School,Single,Unemployed,4,2,1,1,86.87,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Life Imprisonment,0,False
1952,18-24,Male,Turk,Houseowner,True,True,True,False,True,False,True,True,False,True,True,High School,Single,Student,3,2,1,1,87.61,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1953,25-34,Male,Turk,Rent,True,True,False,True,True,False,False,False,True,False,True,Primary School,Married,Unemployed,4,1,1,1,87.48,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,268,True
1954,18-24,Female,Other,Rent,False,True,True,False,True,False,False,True,True,True,True,Middle School,Divorced,Employed,5,2,1,1,88.71,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1955,55-64,Male,Turk,Houseowner,False,False,True,False,True,False,False,False,True,False,False,Primary School,Single,Retired,5,2,1,1,55.21,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Life Imprisonment,0,False
1956,12-14,Female,Turk,Houseowner,False,False,True,False,False,False,False,False,True,False,False,Primary School,Single,Student,0,3,1,1,49.46,"['age_12-14', 'unjust_provocation_severe', 'discretionary_mitigation']",[],False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,77,True
1957,18-24,Male,Turk,Houseowner,True,True,True,True,False,False,True,True,True,True,True,Primary School,Single,Student,3,2,1,1,95.22,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,239,True
1958,35-44,Male,Turk,Houseowner,True,True,False,False,False,False,False,False,False,False,False,Primary School,Single,Student,2,3,1,2,50.42,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1959,25-34,Male,Turk,Rent,True,True,True,False,False,False,True,False,True,False,True,High School,Single,Student,2,3,1,1,59.93,['unjust_provocation_severe'],[],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,258,True
1960,35-44,Male,Turk,Houseowner,True,False,False,True,False,False,True,False,True,False,True,Primary School,Single,Student,2,4,1,1,51.68,[],['tradition'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1961,35-44,Male,Turk,Houseowner,False,True,True,True,False,False,False,True,False,True,False,Primary School,Single,Student,3,2,1,1,87.37,['unjust_provocation_severe'],[],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,280,True
1962,35-44,Male,Turk,Rent,False,False,True,True,False,False,True,False,False,True,False,Middle School,Single,Student,3,1,1,1,87.32,"['unjust_provocation_mild', 'discretionary_mitigation']",['child'],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Fixed Term,198,True
1963,35-44,Male,Turk,Houseowner,True,True,True,True,True,True,True,False,True,False,False,High School,Single,Retired,2,0,1,1,88.99,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
1964,45-54,Male,Turk,Houseowner,False,False,True,True,True,False,False,False,False,True,True,Literate without schooling,Married,Employed,4,3,1,1,60.75,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1965,15-17,Female,Other,Homeless,False,False,False,False,False,False,True,True,False,False,True,Literate without schooling,Single,Student,0,2,1,1,66.62,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,211,True
1966,45-54,Female,Turk,Rent,False,False,False,False,True,False,True,False,False,True,False,Middle School,Married,Employed,6,2,1,2,79.31,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1967,25-34,Male,Turk,Homeless,True,True,True,False,False,False,True,True,True,True,True,High School,Married,Unemployed,4,2,1,1,62.06,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
1968,15-17,Male,Turk,Houseowner,True,True,True,False,False,False,True,False,True,False,False,Primary School,Single,Student,0,1,1,1,93.49,['age_15-17'],['relative'],False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fixed Term,223,True
1969,25-34,Male,Turk,Rent,True,False,True,True,True,False,True,False,True,True,True,Primary School,Single,Student,5,1,1,1,85.1,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1970,25-34,Male,Turk,Rent,True,False,True,True,False,True,False,False,True,False,True,Primary School,Single,Student,2,2,1,1,71.75,['unjust_provocation_moderate'],[],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,261,True
1971,25-34,Female,Other,Rent,True,False,True,False,True,False,True,True,True,False,False,High School,Married,Employed,4,3,1,2,75.94,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1972,15-17,Male,Other,Rent,False,False,False,False,False,False,False,False,False,False,False,Primary School,Single,Student,0,2,1,1,71.03,"['age_15-17', 'discretionary_mitigation']",['to_cover_another_crime'],False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Fixed Term,243,True
1973,12-14,Male,Turk,Homeless,False,False,True,False,False,False,False,False,False,False,True,Primary School,Single,Employed,0,2,1,0,72.82,['age_12-14'],['blood_feud'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fixed Term,168,True
1974,35-44,Male,Turk,Houseowner,True,False,True,True,False,False,True,False,False,False,True,Primary School,Single,Unemployed,3,1,1,1,81.58,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
1975,25-34,Male,Turk,Rent,True,False,False,False,True,False,True,False,True,False,True,High School,Single,Unemployed,4,2,1,1,57.67,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
1976,35-44,Male,Turk,Rent,False,True,True,True,False,False,False,True,True,False,True,Middle School,Single,Unemployed,3,2,1,1,72.3,['unjust_provocation_severe'],[],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,288,True
1977,25-34,Female,Turk,Homeless,False,False,True,False,True,False,True,False,True,False,True,High School,Single,Unemployed,1,2,1,2,48.45,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1978,45-54,Female,Turk,Homeless,False,True,False,True,False,False,True,True,False,False,False,Middle School,Married,Employed,2,2,1,1,65.9,"['unjust_provocation_severe', 'discretionary_mitigation']",['premeditated_kill'],False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Fixed Term,206,True
1979,35-44,Male,Turk,Rent,True,False,True,False,True,False,True,True,True,False,True,Literate without schooling,Single,Unemployed,3,2,1,1,82.32,['unjust_provocation_severe'],['tradition'],False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Fixed Term,230,True
1980,35-44,Male,Turk,Homeless,False,False,True,False,False,False,False,False,False,False,False,Middle School,Single,Retired,5,0,1,1,81.19,"['unjust_provocation_moderate', 'discretionary_mitigation']",['destructive'],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Fixed Term,222,True
1981,65+,Male,Other,Rent,True,False,True,True,False,True,False,False,True,True,True,Middle School,Single,Employed,3,5,1,2,64.26,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Aggravated Life Imprisonment,0,False
1982,18-24,Male,Turk,Rent,False,True,False,True,True,False,False,True,True,False,True,Primary School,Single,Retired,3,2,1,1,92.74,['discretionary_mitigation'],['child'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Life Imprisonment,0,False
1983,45-54,Female,Turk,Houseowner,False,False,True,False,False,False,True,True,False,True,False,Middle School,Married,Unemployed,4,3,1,2,60.63,['discretionary_mitigation'],['public_servant'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Life Imprisonment,0,False
1984,18-24,Male,Turk,Rent,True,True,False,False,True,False,False,True,False,False,True,Bachelor’s Degree,Married,Employed,0,6,1,2,65.81,['mental_disorder_partially'],['blood_feud'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fixed Term,300,True
1985,35-44,Female,Other,Houseowner,False,True,True,True,True,False,False,True,False,False,False,Primary School,Single,Employed,2,2,1,1,77.18,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
1986,35-44,Female,Turk,Homeless,False,False,False,False,False,True,True,False,False,True,True,High School,Single,Unemployed,2,2,1,1,71.09,['unjust_provocation_moderate'],['monstrous'],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fixed Term,257,True
1987,25-34,Male,Turk,Houseowner,False,False,False,False,False,True,False,False,False,False,False,Middle School,Married,Student,2,2,1,2,62.76,[],['destructive'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Aggravated Life Imprisonment,0,False
1988,45-54,Male,Other,Houseowner,True,False,False,True,False,False,True,False,False,True,False,Middle School,Single,Student,3,3,1,1,84.3,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1989,45-54,Male,Other,Houseowner,True,False,True,False,False,True,False,False,False,True,False,High School,Married,Retired,3,4,1,1,56.8,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
1990,45-54,Male,Turk,Rent,False,True,True,True,True,False,False,False,True,False,False,Middle School,Single,Employed,3,1,1,1,94.78,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Aggravated Life Imprisonment,0,False
1991,45-54,Male,Turk,Houseowner,True,True,True,False,True,False,True,False,True,False,False,Middle School,Married,Unemployed,1,2,1,2,56.93,['unjust_provocation_mild'],['premeditated_kill'],False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fixed Term,220,True
1992,12-14,Male,Turk,Homeless,False,False,False,False,False,False,True,False,False,False,True,Illiterate,Single,Student,0,0,1,0,62.05,['age_12-14'],[],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,167,True
1993,35-44,Female,Turk,Houseowner,True,False,True,False,False,False,True,False,True,True,False,Middle School,Married,Student,4,4,1,2,77.97,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
1994,25-34,Male,Turk,Rent,True,True,False,True,True,False,False,True,True,False,True,Primary School,Married,Employed,6,2,1,2,52.43,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1995,45-54,Female,Other,Houseowner,False,True,True,True,True,True,False,False,True,True,False,Primary School,Single,Student,2,1,1,1,89.35,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1996,25-34,Female,Other,Rent,False,True,True,True,False,False,False,False,True,True,True,Primary School,Married,Student,5,2,1,1,80.07,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1997,18-24,Male,Other,Homeless,False,False,False,True,False,False,False,True,False,True,False,Primary School,Married,Employed,1,3,1,1,59.65,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1998,35-44,Female,Other,Rent,True,True,False,False,False,False,False,True,False,False,True,Literate without schooling,Married,Student,1,6,1,1,37.33,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
1999,25-34,Male,Other,Rent,True,True,True,True,False,False,True,True,False,True,True,Literate without schooling,Married,Retired,3,3,1,1,72.81,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2000,25-34,Male,Turk,Houseowner,False,True,False,False,True,False,True,True,False,True,True,Illiterate,Married,Retired,2,4,1,1,65.28,[],['to_cover_another_crime'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2001,25-34,Male,Turk,Homeless,False,True,True,True,True,False,False,True,True,True,True,Primary School,Married,Employed,1,4,1,1,70.99,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
2002,18-24,Female,Turk,Rent,False,False,False,False,True,False,True,True,True,False,True,Middle School,Divorced,Unemployed,4,1,1,1,79.65,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Aggravated Life Imprisonment,0,False
2003,25-34,Male,Turk,Rent,True,True,True,False,False,False,True,True,True,False,True,High School,Single,Employed,3,4,1,2,57.81,[],['failed_crime'],False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2004,18-24,Male,Turk,Houseowner,False,True,True,True,True,False,False,True,False,True,True,High School,Divorced,Retired,2,3,1,1,79.83,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Aggravated Life Imprisonment,0,False
2005,15-17,Female,Other,Houseowner,False,False,False,False,False,True,False,False,False,False,False,Literate without schooling,Single,Student,0,1,1,1,84.4,"['age_15-17', 'unjust_provocation_moderate', 'discretionary_mitigation']",['relative'],False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fixed Term,128,True
2006,25-34,Male,Turk,Houseowner,False,True,True,False,True,False,True,True,True,True,False,High School,Married,Unemployed,4,1,1,1,52.03,['mental_disorder_partially'],['destructive'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fixed Term,300,True
2007,45-54,Male,Other,Rent,True,True,True,True,True,False,True,True,True,True,False,Primary School,Married,Retired,4,2,1,1,90.08,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2008,12-14,Female,Other,Houseowner,False,False,False,True,False,False,False,False,False,False,True,Literate without schooling,Single,Student,0,3,1,1,68.19,"['age_12-14', 'unjust_provocation_mild', 'discretionary_mitigation']",[],False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,75,True
2009,25-34,Male,Turk,Houseowner,False,False,True,False,True,False,True,False,True,False,False,Primary School,Married,Unemployed,3,0,1,1,83.59,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2010,35-44,Male,Turk,Rent,False,False,True,True,True,False,False,False,True,False,False,Middle School,Divorced,Unemployed,0,2,1,2,65.54,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
2011,15-17,Male,Other,Houseowner,False,True,False,False,False,False,False,False,False,False,False,Literate without schooling,Single,Student,0,1,1,1,92.19,['age_15-17'],[],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,244,True
2012,25-34,Male,Other,Houseowner,True,False,True,False,False,False,False,True,False,True,True,Primary School,Single,Unemployed,4,4,1,1,54.9,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2013,65+,Female,Turk,Rent,True,False,True,True,False,False,False,False,False,False,False,High School,Married,Unemployed,1,5,1,2,88.6,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2014,25-34,Male,Turk,Rent,False,False,False,False,False,False,True,False,True,False,True,Primary School,Married,Student,2,4,1,2,56.07,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2015,25-34,Male,Turk,Rent,True,True,False,True,False,False,True,True,True,True,False,Primary School,Married,Student,3,3,1,1,78.06,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2016,25-34,Male,Other,Rent,True,True,False,True,True,False,True,True,True,False,False,High School,Single,Student,3,1,1,1,96.52,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
2017,25-34,Male,Turk,Rent,False,True,True,True,True,False,True,False,False,True,True,Bachelor’s Degree,Single,Retired,3,2,1,1,85.16,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2018,25-34,Male,Turk,Houseowner,False,False,True,False,False,False,True,True,False,False,False,Illiterate,Single,Unemployed,1,1,1,1,73.77,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
2019,45-54,Male,Other,Rent,False,False,False,False,False,False,True,True,True,True,False,High School,Single,Unemployed,3,4,1,1,56.82,['unjust_provocation_mild'],['femicide'],False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Fixed Term,234,True
2020,45-54,Male,Turk,Houseowner,True,False,True,True,True,False,False,True,False,True,False,Primary School,Single,Unemployed,4,2,1,1,57.82,['unjust_provocation_moderate'],['child'],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Fixed Term,243,True
2021,25-34,Male,Other,Rent,True,True,True,True,True,False,True,False,True,False,True,Primary School,Single,Student,3,0,1,1,88.02,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
2022,55-64,Male,Turk,Rent,True,True,False,True,False,False,True,True,False,False,True,Middle School,Single,Student,2,4,1,1,51.1,"['unjust_provocation_mild', 'discretionary_mitigation']",[],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fixed Term,194,True
2023,25-34,Female,Turk,Rent,True,True,False,True,True,True,False,True,False,False,False,Literate without schooling,Single,Retired,4,0,1,1,71.25,['discretionary_mitigation'],['public_servant'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Life Imprisonment,0,False
2024,35-44,Female,Turk,Rent,True,False,False,True,False,False,True,False,False,False,False,High School,Married,Retired,4,3,1,2,68.57,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
2025,35-44,Male,Turk,Rent,False,True,True,False,False,False,True,False,False,True,True,Illiterate,Married,Student,2,2,1,1,52.69,['discretionary_mitigation'],['tradition'],False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
2026,25-34,Male,Turk,Rent,False,True,False,True,False,False,True,False,False,True,False,Middle School,Single,Unemployed,3,0,1,1,74.12,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Life Imprisonment,0,False
2027,65+,Male,Turk,Rent,False,True,True,False,True,False,True,False,True,True,False,Middle School,Single,Unemployed,1,3,1,2,73.11,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Aggravated Life Imprisonment,0,False
2028,35-44,Male,Turk,Rent,False,False,True,False,True,False,False,False,False,False,False,High School,Married,Student,4,1,1,2,54.43,['mental_disorder_partially'],['femicide'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Fixed Term,300,True
2029,55-64,Male,Turk,Houseowner,True,False,True,True,False,False,False,False,True,False,False,Primary School,Single,Retired,6,2,1,2,61.88,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Aggravated Life Imprisonment,0,False
