age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism
35-44,Male,Turk,Rent,False,True,True,True,False,False,True,True,True,False,False,Middle School,Divorced,Retired,0,3,1
25-34,Male,Turk,Houseowner,False,False,True,True,True,False,True,False,True,False,True,Literate without schooling,Single,Student,2,1,1
45-54,Male,Other,Rent,False,False,False,False,False,True,True,True,True,True,True,Middle School,Single,Unemployed,6,1,1
45-54,Male,Turk,Houseowner,False,True,False,True,True,False,False,False,True,True,True,High School,Single,Student,6,2,1
45-54,Male,Turk,Rent,False,True,True,False,True,False,True,False,True,False,True,Literate without schooling,Married,Retired,4,1,1
25-34,Female,Turk,Homeless,True,True,False,True,False,False,True,True,False,True,True,Middle School,Married,Retired,6,2,1
25-34,Female,Turk,Rent,False,False,True,True,True,True,True,False,True,True,False,High School,Married,Retired,2,2,1
45-54,Male,Turk,Rent,True,False,False,False,True,False,False,True,True,False,False,Primary School,Divorced,Unemployed,3,3,1
18-24,Female,Turk,Rent,False,False,False,False,True,True,False,False,True,False,True,Primary School,Divorced,Student,1,2,1
35-44,Male,Other,Houseowner,False,True,False,True,False,False,True,False,True,True,True,Illiterate,Single,Student,1,3,1
18-24,Male,Turk,Rent,False,False,True,False,False,False,True,False,False,True,True,Illiterate,Single,Employed,3,1,1
45-54,Male,Other,Rent,False,False,True,True,True,False,True,False,True,True,False,Literate without schooling,Single,Retired,2,2,1
45-54,Female,Turk,Rent,False,True,False,False,False,False,False,False,True,False,True,Literate without schooling,Single,Student,7,1,1
15-17,Female,Turk,Homeless,False,True,False,False,False,False,False,False,False,False,False,Literate without schooling,Single,Employed,0,1,1
45-54,Male,Turk,Rent,False,False,True,False,False,False,True,False,False,True,False,High School,Married,Unemployed,3,2,1
35-44,Male,Turk,Houseowner,False,False,True,True,True,True,False,False,True,True,False,High School,Married,Unemployed,1,2,1
25-34,Female,Turk,Houseowner,False,True,True,False,True,False,False,False,True,True,True,Primary School,Single,Unemployed,3,3,1
55-64,Male,Other,Rent,False,False,False,True,True,False,True,True,False,True,False,Middle School,Single,Unemployed,4,1,1
18-24,Male,Turk,Rent,True,False,False,False,True,True,False,True,True,False,False,Primary School,Single,Employed,2,2,1
35-44,Male,Turk,Houseowner,True,True,False,True,True,False,False,True,False,False,True,Primary School,Married,Retired,6,2,1
45-54,Male,Turk,Rent,False,True,True,True,True,True,False,True,True,False,True,Primary School,Married,Retired,1,3,1
18-24,Male,Other,Homeless,True,False,True,True,False,False,False,False,False,False,True,Middle School,Married,Unemployed,2,0,1
12-14,Male,Other,Homeless,False,True,False,False,False,False,False,False,True,False,False,Illiterate,Single,Employed,0,0,1
15-17,Male,Other,Houseowner,False,False,False,False,False,False,True,True,False,False,False,Primary School,Single,Student,0,2,1
18-24,Female,Turk,Houseowner,False,True,True,True,False,False,True,True,False,True,True,Primary School,Single,Student,2,2,1
25-34,Male,Turk,Homeless,True,False,False,True,False,False,True,True,True,False,False,Illiterate,Married,Student,2,1,1
15-17,Female,Other,Rent,False,False,False,True,False,True,False,True,False,False,False,Illiterate,Single,Student,0,0,1
25-34,Male,Turk,Houseowner,True,True,False,False,True,False,True,False,True,True,True,Primary School,Single,Unemployed,4,2,1
18-24,Male,Turk,Houseowner,True,True,True,False,True,False,True,True,False,True,True,High School,Single,Student,3,2,1
25-34,Male,Turk,Rent,True,True,False,True,True,False,False,False,True,False,True,Primary School,Married,Unemployed,4,1,1
18-24,Female,Other,Rent,False,True,True,False,True,False,False,True,True,True,True,Middle School,Divorced,Employed,5,2,1
55-64,Male,Turk,Houseowner,False,False,True,False,True,False,False,False,True,False,False,Primary School,Single,Retired,5,2,1
12-14,Female,Turk,Houseowner,False,False,True,False,False,False,False,False,True,False,False,Primary School,Single,Student,0,3,1
18-24,Male,Turk,Houseowner,True,True,True,True,False,False,True,True,True,True,True,Primary School,Single,Student,3,2,1
35-44,Male,Turk,Houseowner,True,True,False,False,False,False,False,False,False,False,False,Primary School,Single,Student,2,3,1
25-34,Male,Turk,Rent,True,True,True,False,False,False,True,False,True,False,True,High School,Single,Student,2,3,1
35-44,Male,Turk,Houseowner,True,False,False,True,False,False,True,False,True,False,True,Primary School,Single,Student,2,4,1
35-44,Male,Turk,Houseowner,False,True,True,True,False,False,False,True,False,True,False,Primary School,Single,Student,3,2,1
35-44,Male,Turk,Rent,False,False,True,True,False,False,True,False,False,True,False,Middle School,Single,Student,3,1,1
35-44,Male,Turk,Houseowner,True,True,True,True,True,True,True,False,True,False,False,High School,Single,Retired,2,0,1
45-54,Male,Turk,Houseowner,False,False,True,True,True,False,False,False,False,True,True,Literate without schooling,Married,Employed,4,3,1
15-17,Female,Other,Homeless,False,False,False,False,False,False,True,True,False,False,True,Literate without schooling,Single,Student,0,2,1
45-54,Female,Turk,Rent,False,False,False,False,True,False,True,False,False,True,False,Middle School,Married,Employed,6,2,1
25-34,Male,Turk,Homeless,True,True,True,False,False,False,True,True,True,True,True,High School,Married,Unemployed,4,2,1
15-17,Male,Turk,Houseowner,True,True,True,False,False,False,True,False,True,False,False,Primary School,Single,Student,0,1,1
25-34,Male,Turk,Rent,True,False,True,True,True,False,True,False,True,True,True,Primary School,Single,Student,5,1,1
25-34,Male,Turk,Rent,True,False,True,True,False,True,False,False,True,False,True,Primary School,Single,Student,2,2,1
25-34,Female,Other,Rent,True,False,True,False,True,False,True,True,True,False,False,High School,Married,Employed,4,3,1
15-17,Male,Other,Rent,False,False,False,False,False,False,False,False,False,False,False,Primary School,Single,Student,0,2,1
12-14,Male,Turk,Homeless,False,False,True,False,False,False,False,False,False,False,True,Primary School,Single,Employed,0,2,1
35-44,Male,Turk,Houseowner,True,False,True,True,False,False,True,False,False,False,True,Primary School,Single,Unemployed,3,1,1
25-34,Male,Turk,Rent,True,False,False,False,True,False,True,False,True,False,True,High School,Single,Unemployed,4,2,1
35-44,Male,Turk,Rent,False,True,True,True,False,False,False,True,True,False,True,Middle School,Single,Unemployed,3,2,1
25-34,Female,Turk,Homeless,False,False,True,False,True,False,True,False,True,False,True,High School,Single,Unemployed,1,2,1
45-54,Female,Turk,Homeless,False,True,False,True,False,False,True,True,False,False,False,Middle School,Married,Employed,2,2,1
35-44,Male,Turk,Rent,True,False,True,False,True,False,True,True,True,False,True,Literate without schooling,Single,Unemployed,3,2,1
35-44,Male,Turk,Homeless,False,False,True,False,False,False,False,False,False,False,False,Middle School,Single,Retired,5,0,1
65+,Male,Other,Rent,True,False,True,True,False,True,False,False,True,True,True,Middle School,Single,Employed,3,5,1
18-24,Male,Turk,Rent,False,True,False,True,True,False,False,True,True,False,True,Primary School,Single,Retired,3,2,1
45-54,Female,Turk,Houseowner,False,False,True,False,False,False,True,True,False,True,False,Middle School,Married,Unemployed,4,3,1
18-24,Male,Turk,Rent,True,True,False,False,True,False,False,True,False,False,True,Bachelor’s Degree,Married,Employed,0,6,1
35-44,Female,Other,Houseowner,False,True,True,True,True,False,False,True,False,False,False,Primary School,Single,Employed,2,2,1
35-44,Female,Turk,Homeless,False,False,False,False,False,True,True,False,False,True,True,High School,Single,Unemployed,2,2,1
25-34,Male,Turk,Houseowner,False,False,False,False,False,True,False,False,False,False,False,Middle School,Married,Student,2,2,1
45-54,Male,Other,Houseowner,True,False,False,True,False,False,True,False,False,True,False,Middle School,Single,Student,3,3,1
45-54,Male,Other,Houseowner,True,False,True,False,False,True,False,False,False,True,False,High School,Married,Retired,3,4,1
45-54,Male,Turk,Rent,False,True,True,True,True,False,False,False,True,False,False,Middle School,Single,Employed,3,1,1
45-54,Male,Turk,Houseowner,True,True,True,False,True,False,True,False,True,False,False,Middle School,Married,Unemployed,1,2,1
12-14,Male,Turk,Homeless,False,False,False,False,False,False,True,False,False,False,True,Illiterate,Single,Student,0,0,1
35-44,Female,Turk,Houseowner,True,False,True,False,False,False,True,False,True,True,False,Middle School,Married,Student,4,4,1
25-34,Male,Turk,Rent,True,True,False,True,True,False,False,True,True,False,True,Primary School,Married,Employed,6,2,1
45-54,Female,Other,Houseowner,False,True,True,True,True,True,False,False,True,True,False,Primary School,Single,Student,2,1,1
25-34,Female,Other,Rent,False,True,True,True,False,False,False,False,True,True,True,Primary School,Married,Student,5,2,1
18-24,Male,Other,Homeless,False,False,False,True,False,False,False,True,False,True,False,Primary School,Married,Employed,1,3,1
35-44,Female,Other,Rent,True,True,False,False,False,False,False,True,False,False,True,Literate without schooling,Married,Student,1,6,1
25-34,Male,Other,Rent,True,True,True,True,False,False,True,True,False,True,True,Literate without schooling,Married,Retired,3,3,1
25-34,Male,Turk,Houseowner,False,True,False,False,True,False,True,True,False,True,True,Illiterate,Married,Retired,2,4,1
25-34,Male,Turk,Homeless,False,True,True,True,True,False,False,True,True,True,True,Primary School,Married,Employed,1,4,1
18-24,Female,Turk,Rent,False,False,False,False,True,False,True,True,True,False,True,Middle School,Divorced,Unemployed,4,1,1
25-34,Male,Turk,Rent,True,True,True,False,False,False,True,True,True,False,True,High School,Single,Employed,3,4,1
18-24,Male,Turk,Houseowner,False,True,True,True,True,False,False,True,False,True,True,High School,Divorced,Retired,2,3,1
15-17,Female,Other,Houseowner,False,False,False,False,False,True,False,False,False,False,False,Literate without schooling,Single,Student,0,1,1
25-34,Male,Turk,Houseowner,False,True,True,False,True,False,True,True,True,True,False,High School,Married,Unemployed,4,1,1
45-54,Male,Other,Rent,True,True,True,True,True,False,True,True,True,True,False,Primary School,Married,Retired,4,2,1
12-14,Female,Other,Houseowner,False,False,False,True,False,False,False,False,False,False,True,Literate without schooling,Single,Student,0,3,1
25-34,Male,Turk,Houseowner,False,False,True,False,True,False,True,False,True,False,False,Primary School,Married,Unemployed,3,0,1
35-44,Male,Turk,Rent,False,False,True,True,True,False,False,False,True,False,False,Middle School,Divorced,Unemployed,0,2,1
15-17,Male,Other,Houseowner,False,True,False,False,False,False,False,False,False,False,False,Literate without schooling,Single,Student,0,1,1
25-34,Male,Other,Houseowner,True,False,True,False,False,False,False,True,False,True,True,Primary School,Single,Unemployed,4,4,1
65+,Female,Turk,Rent,True,False,True,True,False,False,False,False,False,False,False,High School,Married,Unemployed,1,5,1
25-34,Male,Turk,Rent,False,False,False,False,False,False,True,False,True,False,True,Primary School,Married,Student,2,4,1
25-34,Male,Turk,Rent,True,True,False,True,False,False,True,True,True,True,False,Primary School,Married,Student,3,3,1
25-34,Male,Other,Rent,True,True,False,True,True,False,True,True,True,False,False,High School,Single,Student,3,1,1
25-34,Male,Turk,Rent,False,True,True,True,True,False,True,False,False,True,True,Bachelor’s Degree,Single,Retired,3,2,1
25-34,Male,Turk,Houseowner,False,False,True,False,False,False,True,True,False,False,False,Illiterate,Single,Unemployed,1,1,1
45-54,Male,Other,Rent,False,False,False,False,False,False,True,True,True,True,False,High School,Single,Unemployed,3,4,1
45-54,Male,Turk,Houseowner,True,False,True,True,True,False,False,True,False,True,False,Primary School,Single,Unemployed,4,2,1
25-34,Male,Other,Rent,True,True,True,True,True,False,True,False,True,False,True,Primary School,Single,Student,3,0,1
55-64,Male,Turk,Rent,True,True,False,True,False,False,True,True,False,False,True,Middle School,Single,Student,2,4,1
25-34,Female,Turk,Rent,True,True,False,True,True,True,False,True,False,False,False,Literate without schooling,Single,Retired,4,0,1
35-44,Female,Turk,Rent,True,False,False,True,False,False,True,False,False,False,False,High School,Married,Retired,4,3,1
35-44,Male,Turk,Rent,False,True,True,False,False,False,True,False,False,True,True,Illiterate,Married,Student,2,2,1
25-34,Male,Turk,Rent,False,True,False,True,False,False,True,False,False,True,False,Middle School,Single,Unemployed,3,0,1
65+,Male,Turk,Rent,False,True,True,False,True,False,True,False,True,True,False,Middle School,Single,Unemployed,1,3,1
35-44,Male,Turk,Rent,False,False,True,False,True,False,False,False,False,False,False,High School,Married,Student,4,1,1
55-64,Male,Turk,Houseowner,True,False,True,True,False,False,False,False,True,False,False,Primary School,Single,Retired,6,2,1
35-44,Male,Turk,Rent,True,True,True,False,True,False,True,True,True,False,True,High School,Married,Unemployed,5,1,1
35-44,Male,Other,Homeless,False,False,True,True,True,True,False,False,True,True,True,Middle School,Single,Retired,2,2,1
25-34,Male,Turk,Rent,False,False,False,False,True,False,False,False,False,False,False,Middle School,Divorced,Employed,6,0,1
45-54,Male,Turk,Rent,False,True,True,False,False,False,True,True,False,True,True,Primary School,Single,Unemployed,5,1,1
18-24,Male,Turk,Houseowner,False,True,False,True,False,False,True,True,False,False,True,Middle School,Married,Employed,4,1,1
25-34,Male,Turk,Homeless,True,False,False,False,False,True,False,True,True,False,False,High School,Single,Student,3,2,1
35-44,Male,Turk,Rent,True,True,False,False,False,True,True,True,False,True,False,High School,Single,Student,3,2,1
18-24,Male,Turk,Rent,False,True,False,True,False,False,True,True,False,True,True,Primary School,Single,Student,2,2,1
18-24,Male,Other,Houseowner,True,True,False,True,False,False,False,True,True,False,True,Literate without schooling,Single,Employed,3,3,1
18-24,Male,Other,Rent,True,True,False,False,True,False,True,False,False,True,True,Literate without schooling,Married,Employed,4,1,1
18-24,Male,Other,Homeless,False,True,True,True,False,False,False,False,True,False,True,Primary School,Single,Unemployed,0,0,1
25-34,Male,Turk,Houseowner,False,False,True,True,True,False,True,True,False,True,False,Middle School,Divorced,Unemployed,2,1,1
45-54,Male,Turk,Houseowner,False,False,False,True,True,True,False,False,False,True,True,High School,Single,Employed,4,3,1
12-14,Male,Turk,Homeless,True,True,False,False,False,False,False,False,True,False,False,Literate without schooling,Single,Student,0,1,1
15-17,Male,Turk,Homeless,False,False,False,False,False,False,False,True,False,False,False,Illiterate,Single,Student,0,1,1
25-34,Male,Other,Houseowner,False,False,False,True,True,False,True,True,False,False,True,Middle School,Single,Student,3,2,1
25-34,Female,Turk,Houseowner,True,True,False,True,True,True,True,True,False,False,False,High School,Married,Student,2,1,1
25-34,Male,Other,Rent,True,True,True,False,True,False,False,False,False,True,False,High School,Single,Employed,4,2,1
12-14,Male,Other,Houseowner,False,False,True,False,False,False,True,True,True,False,True,Illiterate,Single,Employed,0,3,1
15-17,Male,Other,Houseowner,False,True,True,False,False,False,False,True,True,False,False,Primary School,Single,Employed,0,3,1
25-34,Male,Other,Houseowner,True,True,False,False,False,False,False,True,True,False,False,Primary School,Married,Unemployed,6,1,1
25-34,Male,Other,Houseowner,True,True,True,False,False,False,False,False,True,True,False,Middle School,Single,Unemployed,4,2,1
45-54,Male,Turk,Houseowner,True,True,False,False,True,False,False,False,True,False,True,Middle School,Single,Student,5,3,1
45-54,Female,Turk,Homeless,True,False,False,True,True,False,True,True,True,True,False,Literate without schooling,Single,Employed,5,2,1
35-44,Male,Other,Rent,False,False,False,False,False,False,True,True,False,False,False,Literate without schooling,Single,Employed,2,3,1
35-44,Male,Turk,Houseowner,False,False,False,True,True,False,False,True,True,True,False,Literate without schooling,Divorced,Retired,2,5,1
18-24,Female,Turk,Houseowner,True,False,False,False,True,True,True,True,True,True,False,Primary School,Married,Student,2,3,1
18-24,Female,Turk,Rent,True,True,True,True,True,False,False,True,True,False,True,Middle School,Married,Student,5,1,1
35-44,Female,Turk,Rent,False,False,False,False,False,False,True,False,False,True,True,High School,Single,Employed,3,6,1
18-24,Male,Other,Houseowner,False,True,False,False,False,False,True,False,False,True,True,High School,Single,Student,3,2,1
25-34,Male,Turk,Houseowner,False,False,True,False,True,False,False,False,True,False,False,Literate without schooling,Single,Retired,2,3,1
35-44,Male,Turk,Homeless,True,True,True,False,True,True,True,False,True,False,True,Middle School,Single,Employed,1,1,1
25-34,Female,Turk,Rent,True,True,True,False,False,False,False,False,True,True,False,Primary School,Married,Retired,6,3,1
55-64,Male,Turk,Homeless,True,False,True,True,True,False,False,True,True,True,False,Literate without schooling,Divorced,Student,2,3,1
35-44,Male,Other,Houseowner,True,True,False,False,False,False,True,False,True,True,False,Literate without schooling,Single,Unemployed,3,2,1
15-17,Male,Turk,Rent,True,False,False,False,False,False,False,False,False,False,False,Illiterate,Single,Employed,0,3,1
45-54,Male,Turk,Rent,False,False,False,True,False,False,True,False,False,True,False,High School,Married,Unemployed,2,3,1
35-44,Male,Other,Houseowner,False,True,False,True,False,False,True,False,True,False,False,Middle School,Divorced,Employed,3,1,1
35-44,Male,Turk,Rent,False,True,True,True,True,False,True,True,True,False,False,Primary School,Single,Employed,2,1,1
25-34,Female,Other,Homeless,False,False,False,False,True,False,True,True,True,True,False,Literate without schooling,Single,Retired,3,3,1
12-14,Male,Turk,Rent,False,False,True,True,False,False,True,False,True,False,False,Primary School,Single,Employed,0,1,1
55-64,Female,Other,Rent,False,False,False,True,True,False,True,False,True,False,True,Primary School,Single,Unemployed,2,3,1
35-44,Female,Turk,Rent,True,True,False,True,True,False,True,False,True,False,True,Middle School,Single,Retired,1,5,1
35-44,Female,Turk,Homeless,True,False,False,True,False,False,True,True,False,True,False,High School,Divorced,Unemployed,2,3,1
12-14,Female,Other,Rent,False,False,True,False,False,False,True,True,False,False,True,Illiterate,Single,Student,0,2,1
18-24,Male,Other,Rent,True,False,False,True,True,False,True,False,False,True,False,High School,Single,Student,1,2,1
35-44,Male,Other,Homeless,True,True,False,True,False,False,False,False,True,True,False,High School,Married,Retired,4,3,1
35-44,Female,Other,Rent,False,False,False,True,False,False,False,True,False,False,False,Primary School,Single,Unemployed,2,3,1
18-24,Female,Turk,Rent,False,True,True,True,False,True,True,False,False,True,True,High School,Single,Student,2,0,1
35-44,Male,Other,Houseowner,True,True,True,False,False,False,True,False,True,False,True,Primary School,Divorced,Employed,4,2,1
35-44,Male,Turk,Rent,False,True,True,True,False,False,True,False,True,True,True,Primary School,Married,Retired,2,4,1
35-44,Female,Turk,Rent,True,True,False,True,False,False,False,False,True,False,False,Literate without schooling,Single,Unemployed,4,1,1
55-64,Male,Turk,Rent,True,False,True,False,False,False,True,False,False,False,False,Primary School,Single,Student,3,2,1
45-54,Male,Turk,Houseowner,False,False,False,False,True,False,True,True,False,False,False,Middle School,Single,Employed,2,4,1
18-24,Female,Turk,Rent,False,True,True,False,False,False,True,True,True,False,True,Primary School,Single,Retired,1,4,1
35-44,Male,Turk,Rent,False,False,False,False,False,False,True,False,False,False,False,Primary School,Single,Student,5,0,1
45-54,Female,Other,Rent,False,False,True,False,True,False,True,True,False,True,False,Middle School,Married,Student,5,2,1
25-34,Male,Other,Houseowner,True,False,True,False,True,False,True,False,False,False,True,Primary School,Single,Employed,5,1,1
35-44,Female,Turk,Houseowner,False,True,True,True,False,False,True,True,True,True,False,Middle School,Single,Employed,4,3,1
35-44,Male,Turk,Rent,True,True,True,False,False,False,True,False,True,False,False,Primary School,Single,Retired,3,2,1
55-64,Male,Other,Rent,True,False,False,False,False,False,True,False,False,False,False,Middle School,Single,Employed,4,3,1
15-17,Male,Other,Houseowner,True,True,False,True,True,False,False,True,False,False,False,Literate without schooling,Single,Employed,0,2,1
12-14,Male,Turk,Homeless,True,False,False,False,False,False,True,False,True,False,False,Literate without schooling,Single,Student,0,1,1
12-14,Male,Other,Houseowner,False,False,False,False,False,False,True,False,False,False,True,Literate without schooling,Single,Employed,0,3,1
25-34,Male,Other,Houseowner,True,False,True,False,True,False,True,False,True,False,True,Primary School,Married,Student,4,2,1
25-34,Male,Turk,Rent,True,True,False,True,True,False,False,True,True,True,False,Primary School,Married,Employed,5,3,1
25-34,Male,Turk,Houseowner,True,True,False,True,True,False,True,True,False,True,True,Literate without schooling,Married,Student,3,3,1
25-34,Male,Other,Houseowner,False,False,False,False,True,True,True,False,True,False,False,Middle School,Single,Retired,0,3,1
55-64,Male,Turk,Rent,False,True,False,True,True,False,False,True,False,False,False,Primary School,Married,Employed,4,2,1
55-64,Male,Turk,Houseowner,True,True,True,False,True,False,False,True,True,True,False,Primary School,Single,Employed,5,4,1
45-54,Female,Turk,Rent,False,False,True,True,True,True,False,True,True,False,True,Middle School,Married,Unemployed,2,3,1
45-54,Male,Turk,Rent,True,False,True,False,True,False,True,True,False,True,True,Middle School,Married,Student,3,5,1
65+,Male,Turk,Houseowner,False,True,False,True,True,False,True,False,False,False,False,Bachelor’s Degree,Single,Student,5,0,1
25-34,Male,Turk,Houseowner,True,False,True,False,True,False,True,False,True,True,False,Primary School,Married,Student,3,3,1
35-44,Male,Other,Rent,True,False,True,True,False,False,True,False,True,True,False,High School,Single,Employed,8,0,1
15-17,Male,Other,Rent,True,True,True,False,False,True,True,True,True,False,True,Illiterate,Single,Employed,0,1,1
25-34,Male,Other,Rent,False,False,True,True,True,False,True,False,False,False,False,Primary School,Married,Student,0,1,1
25-34,Male,Turk,Rent,False,True,False,True,False,True,False,True,True,True,False,Primary School,Single,Employed,5,1,1
35-44,Female,Turk,Rent,True,True,False,True,False,True,True,True,True,False,True,High School,Single,Employed,1,5,1
35-44,Male,Turk,Rent,False,False,False,False,True,False,True,False,True,False,False,Middle School,Divorced,Retired,5,1,1
25-34,Male,Turk,Houseowner,False,False,False,False,True,False,True,False,False,True,False,Primary School,Married,Unemployed,4,1,1
25-34,Female,Turk,Homeless,True,False,True,False,True,False,True,True,True,False,True,Primary School,Single,Employed,5,2,1
35-44,Female,Other,Rent,True,True,False,True,False,False,False,False,True,True,False,High School,Married,Retired,7,3,1
15-17,Male,Other,Houseowner,True,False,True,False,False,True,True,False,True,False,False,Literate without schooling,Single,Student,0,0,1
18-24,Male,Turk,Houseowner,False,True,False,True,True,False,True,False,True,True,True,Primary School,Married,Student,2,2,1
35-44,Male,Other,Rent,False,False,True,True,True,False,False,False,False,True,True,High School,Married,Student,5,2,1
45-54,Male,Turk,Houseowner,False,True,False,False,False,False,True,True,True,False,False,Illiterate,Single,Unemployed,3,1,1
45-54,Male,Turk,Houseowner,True,False,False,True,False,False,False,True,False,True,False,High School,Single,Unemployed,6,3,1
45-54,Male,Turk,Rent,True,True,True,True,True,False,True,True,True,True,True,High School,Married,Unemployed,5,2,1
18-24,Male,Turk,Rent,True,True,True,False,False,False,False,True,True,False,False,Middle School,Married,Retired,6,1,1
25-34,Female,Turk,Houseowner,False,False,False,True,False,False,False,True,False,True,False,Primary School,Single,Unemployed,3,4,1
45-54,Male,Other,Rent,True,True,True,True,True,False,True,True,True,False,True,Primary School,Single,Student,4,1,1
25-34,Male,Turk,Rent,True,False,True,True,False,False,True,False,True,False,False,Primary School,Married,Student,2,2,1
25-34,Male,Turk,Rent,False,True,True,True,False,False,True,True,True,True,False,Middle School,Single,Student,4,1,1
25-34,Male,Turk,Houseowner,False,False,False,True,True,False,True,False,True,True,True,Middle School,Divorced,Employed,3,4,1
35-44,Male,Turk,Houseowner,False,False,True,False,False,False,True,False,False,False,False,Middle School,Single,Retired,2,3,1
35-44,Male,Turk,Rent,False,False,False,True,True,False,False,True,True,True,True,Primary School,Single,Employed,3,6,1
18-24,Male,Turk,Houseowner,True,False,True,True,True,False,False,True,True,True,True,Primary School,Married,Unemployed,5,2,1
12-14,Male,Turk,Rent,False,False,False,True,False,False,True,False,True,False,False,Primary School,Single,Employed,0,2,1
35-44,Female,Turk,Rent,False,False,True,True,False,False,False,True,True,False,False,High School,Married,Unemployed,5,2,1
25-34,Female,Turk,Homeless,True,True,True,False,True,True,True,True,False,False,False,Middle School,Single,Retired,2,0,1
18-24,Female,Turk,Houseowner,True,True,True,True,True,False,False,False,False,False,False,Bachelor’s Degree,Married,Employed,5,0,1
35-44,Male,Turk,Rent,False,True,False,True,True,True,False,True,True,True,False,Illiterate,Married,Retired,1,3,1
35-44,Female,Turk,Houseowner,True,False,True,False,False,False,True,True,False,False,False,Primary School,Single,Unemployed,1,4,1
35-44,Male,Turk,Rent,False,True,False,True,False,True,True,True,True,True,False,High School,Married,Retired,4,2,1
45-54,Female,Turk,Rent,False,True,True,False,True,False,True,False,False,False,True,Middle School,Married,Employed,4,2,1
35-44,Female,Other,Rent,False,False,True,False,True,False,True,False,True,False,True,Primary School,Single,Unemployed,4,1,1
45-54,Male,Turk,Rent,True,True,False,True,True,True,True,False,True,False,True,Primary School,Single,Retired,2,2,1
45-54,Male,Turk,Rent,True,False,True,False,True,True,True,False,True,False,False,Primary School,Single,Retired,3,1,1
25-34,Male,Other,Houseowner,False,True,True,True,False,False,False,False,False,True,False,Middle School,Divorced,Retired,3,2,1
55-64,Female,Turk,Houseowner,True,True,False,False,False,False,True,False,False,False,True,High School,Married,Employed,10,1,1
35-44,Male,Turk,Houseowner,True,False,False,False,True,False,False,False,True,False,False,Literate without schooling,Divorced,Employed,4,3,1
35-44,Female,Turk,Rent,True,False,False,False,True,False,True,False,False,False,True,High School,Single,Retired,6,3,1
45-54,Male,Other,Rent,False,True,False,True,True,False,True,False,False,True,False,High School,Married,Employed,3,2,1
25-34,Female,Other,Houseowner,False,False,True,True,False,True,False,False,False,False,False,Primary School,Single,Employed,1,2,1
25-34,Male,Turk,Houseowner,False,False,False,True,True,False,True,True,True,False,False,Primary School,Married,Employed,4,2,1
55-64,Male,Turk,Houseowner,False,False,True,True,True,True,False,False,True,False,False,Bachelor’s Degree,Single,Employed,3,2,1
18-24,Male,Turk,Rent,False,False,False,False,False,False,True,False,True,True,False,Primary School,Single,Student,3,2,1
35-44,Male,Turk,Rent,False,False,False,True,True,False,False,False,False,True,True,Illiterate,Single,Retired,4,3,1
35-44,Female,Turk,Rent,True,True,False,False,True,False,False,True,True,False,False,Middle School,Married,Employed,5,4,1
18-24,Male,Other,Homeless,True,True,True,False,False,False,True,False,True,False,True,Primary School,Single,Retired,2,1,1
45-54,Female,Turk,Houseowner,False,True,False,True,False,False,True,False,False,True,True,Primary School,Divorced,Student,2,4,1
65+,Male,Other,Houseowner,False,True,True,False,True,False,True,False,True,True,False,Illiterate,Divorced,Retired,3,2,1
45-54,Male,Other,Rent,False,True,True,False,True,False,False,True,False,True,False,High School,Single,Employed,4,3,1
35-44,Female,Turk,Homeless,False,False,False,True,False,True,True,True,False,False,False,Middle School,Married,Employed,4,0,1
45-54,Male,Other,Houseowner,False,True,False,True,False,False,True,False,True,False,True,Middle School,Single,Unemployed,4,1,1
25-34,Female,Turk,Houseowner,True,False,True,True,True,False,True,False,True,True,False,Primary School,Married,Student,3,3,1
25-34,Male,Other,Rent,False,True,True,True,True,False,True,False,True,True,False,Primary School,Divorced,Student,2,0,1
35-44,Female,Turk,Rent,False,True,False,False,True,True,True,True,False,False,False,Primary School,Married,Employed,0,3,1
25-34,Male,Other,Houseowner,False,True,True,True,True,False,True,True,False,True,True,Middle School,Single,Unemployed,3,1,1
35-44,Male,Other,Rent,False,False,True,False,True,True,True,True,False,False,False,Literate without schooling,Single,Employed,2,0,1
35-44,Male,Other,Houseowner,False,False,False,True,True,False,True,False,False,False,True,Primary School,Divorced,Unemployed,2,1,1
35-44,Female,Turk,Houseowner,False,True,False,True,False,False,True,True,True,True,True,Literate without schooling,Married,Retired,7,3,1
35-44,Male,Turk,Rent,False,False,False,True,False,False,True,True,False,True,False,Middle School,Single,Employed,3,4,1
18-24,Female,Turk,Houseowner,False,False,True,True,False,False,False,True,True,True,False,Primary School,Married,Student,4,3,1
35-44,Female,Turk,Houseowner,False,True,True,True,True,False,True,True,False,True,False,Middle School,Single,Student,4,1,1
25-34,Female,Turk,Rent,False,False,True,False,True,False,False,True,False,False,True,High School,Married,Student,4,4,1
25-34,Male,Turk,Rent,False,True,False,True,False,False,True,False,True,True,False,Primary School,Single,Employed,2,3,1
35-44,Male,Other,Houseowner,False,False,True,False,False,False,True,True,False,True,False,Primary School,Married,Unemployed,1,4,1
25-34,Male,Turk,Rent,True,True,True,True,True,False,False,True,True,False,False,Primary School,Divorced,Retired,3,2,1
25-34,Female,Turk,Rent,True,False,True,True,True,False,True,False,False,True,True,Illiterate,Married,Unemployed,1,3,1
