id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability
1339,25-34,Male,Turk,Houseowner,False,True,True,True,False,False,False,True,True,False,True,Primary School,Married,Employed,2,3,1,1,77.9
1340,25-34,Female,Turk,Rent,False,False,False,False,False,True,False,False,False,False,True,Literate without schooling,Married,Employed,4,1,1,1,74.41
1341,25-34,Male,Other,Houseowner,False,True,True,True,False,False,True,False,True,True,False,Middle School,Married,Retired,1,2,1,1,65.19
1342,35-44,Male,Turk,Rent,True,True,True,False,False,True,False,True,True,False,True,Primary School,Single,Retired,3,2,1,1,78.89
1343,12-14,Male,Other,Homeless,False,False,False,False,False,False,False,False,True,False,False,Primary School,Single,Student,0,0,1,0,63.13
1344,12-14,Male,Turk,Rent,False,False,False,True,False,False,False,False,False,False,False,Primary School,Single,Student,0,0,1,1,66.66
1345,15-17,Male,Turk,Homeless,True,False,False,False,False,False,False,True,True,False,False,Illiterate,Single,Student,0,1,1,0,60.6
1346,45-54,Male,Turk,Rent,False,True,True,True,False,True,False,True,True,False,False,Primary School,Married,Employed,1,1,1,1,79.63
1347,15-17,Male,Other,Houseowner,False,False,True,False,False,False,False,False,True,False,True,Illiterate,Single,Employed,0,2,1,0,66.22
1348,25-34,Male,Turk,Rent,True,True,True,True,False,False,False,False,False,True,True,Middle School,Single,Employed,5,1,1,1,86.66
1349,35-44,Female,Turk,Rent,True,True,False,False,True,False,True,False,False,False,False,Bachelor’s Degree,Single,Employed,2,2,1,1,84.59
1350,55-64,Male,Turk,Houseowner,False,True,True,False,True,False,False,False,False,True,False,High School,Divorced,Student,3,1,1,1,77.21
1351,35-44,Female,Turk,Rent,True,False,False,True,True,False,False,False,True,True,False,Primary School,Married,Employed,3,4,1,1,88.15
1352,25-34,Male,Turk,Houseowner,True,True,True,False,True,False,False,True,True,False,True,Primary School,Divorced,Retired,4,2,1,1,50.17
1353,18-24,Male,Turk,Houseowner,True,False,True,True,True,False,False,True,False,False,False,Middle School,Married,Student,1,1,1,1,69.06
1354,35-44,Male,Other,Houseowner,True,True,True,False,True,False,True,True,True,False,False,Literate without schooling,Married,Retired,1,2,1,1,82.16
1355,45-54,Male,Turk,Rent,False,True,False,False,True,False,True,False,False,True,True,Middle School,Married,Student,4,1,1,1,72.81
1356,25-34,Male,Turk,Houseowner,True,False,True,False,False,False,False,False,False,False,False,Primary School,Married,Student,2,2,1,1,52.97
1357,35-44,Male,Other,Rent,True,False,False,True,True,False,False,True,False,False,False,Middle School,Married,Student,5,0,1,1,79.35
1358,25-34,Male,Turk,Rent,True,False,True,False,False,False,True,False,False,True,False,Illiterate,Single,Employed,1,2,1,1,66.82
1359,35-44,Male,Turk,Houseowner,False,True,True,False,False,True,False,True,False,False,False,Middle School,Married,Retired,2,1,1,1,70.88
1360,25-34,Male,Turk,Rent,False,False,False,False,True,True,False,False,False,True,True,High School,Single,Employed,2,3,1,1,74.54
1361,15-17,Female,Other,Houseowner,True,False,True,True,True,False,False,False,False,True,False,Literate without schooling,Single,Student,0,1,1,0,52.24
1362,25-34,Male,Turk,Houseowner,True,True,False,True,False,False,False,False,True,False,False,Middle School,Single,Retired,3,2,1,1,91.33
1363,15-17,Female,Other,Houseowner,False,False,True,False,False,False,False,False,False,False,False,Illiterate,Single,Student,0,0,1,1,72.82
1364,45-54,Male,Turk,Rent,True,False,False,False,True,False,False,False,False,True,True,Illiterate,Married,Student,2,4,1,1,71.0
1365,45-54,Male,Turk,Rent,False,True,False,True,True,False,True,False,False,False,True,Bachelor’s Degree,Single,Student,0,2,1,1,76.95
1366,45-54,Male,Turk,Houseowner,False,False,True,False,True,False,False,True,False,True,True,Literate without schooling,Single,Unemployed,5,1,1,1,65.64
1367,45-54,Male,Turk,Houseowner,True,False,False,False,True,True,False,False,True,True,False,Primary School,Single,Student,3,2,1,1,82.37
1368,55-64,Male,Turk,Houseowner,True,True,True,False,False,False,False,True,False,True,False,Middle School,Single,Unemployed,4,2,1,1,78.2
1369,25-34,Male,Turk,Rent,False,True,False,False,False,False,True,False,False,False,False,Bachelor’s Degree,Single,Student,1,1,1,1,84.41
1370,35-44,Male,Other,Rent,True,True,False,True,False,False,False,True,True,True,False,High School,Married,Student,5,2,1,1,88.77
1371,25-34,Male,Turk,Rent,False,True,True,False,True,False,False,True,False,False,True,High School,Married,Student,2,2,1,1,50.88
1372,25-34,Male,Turk,Houseowner,False,False,True,True,True,False,True,False,False,True,False,Primary School,Single,Student,0,1,1,1,70.51
1373,35-44,Male,Turk,Houseowner,False,False,True,True,True,True,False,True,True,True,True,Primary School,Married,Retired,4,2,1,1,54.92
1374,25-34,Male,Turk,Rent,True,False,True,True,True,False,True,True,False,False,True,High School,Married,Retired,3,2,1,1,83.47
1375,35-44,Male,Turk,Houseowner,False,True,True,False,False,False,True,False,False,False,True,Middle School,Single,Retired,3,1,1,1,77.32
1376,25-34,Male,Turk,Houseowner,True,False,False,True,False,False,True,True,True,True,True,Illiterate,Single,Unemployed,2,3,1,1,82.65
1377,18-24,Male,Turk,Houseowner,True,False,False,False,True,False,True,True,False,True,True,Primary School,Married,Unemployed,4,1,1,1,61.17
1378,45-54,Female,Other,Houseowner,True,False,False,True,True,False,True,True,False,False,True,Middle School,Divorced,Student,2,3,1,1,93.97
1379,35-44,Male,Other,Houseowner,False,True,False,False,True,False,False,False,True,False,True,High School,Single,Unemployed,2,2,1,1,58.6
1380,25-34,Female,Other,Rent,False,True,False,True,True,False,False,True,True,False,False,Literate without schooling,Divorced,Employed,2,1,1,1,80.94
1381,25-34,Male,Turk,Rent,False,True,False,False,True,False,False,True,False,False,False,Middle School,Single,Retired,2,2,1,1,70.85
1382,25-34,Male,Turk,Rent,True,False,False,True,True,False,False,False,True,False,False,Middle School,Single,Retired,3,2,1,1,88.48
1383,55-64,Male,Turk,Rent,True,False,True,True,False,False,False,True,False,True,False,Middle School,Single,Student,2,4,1,1,88.34
1384,12-14,Male,Other,Homeless,True,False,False,False,False,False,False,True,False,False,True,Primary School,Single,Employed,0,3,1,0,74.38
1385,25-34,Male,Turk,Houseowner,False,False,True,False,True,False,False,True,False,True,True,Primary School,Single,Unemployed,2,3,1,0,55.44
1386,18-24,Male,Turk,Rent,False,False,False,True,True,False,True,False,False,True,True,Literate without schooling,Married,Retired,2,1,1,0,51.4
1387,15-17,Female,Turk,Houseowner,True,False,False,True,False,True,True,True,True,True,False,Primary School,Single,Student,0,2,1,1,58.76
1388,35-44,Female,Other,Rent,False,True,False,True,True,False,False,True,True,False,False,Primary School,Single,Student,1,2,1,1,92.86
1389,35-44,Male,Turk,Houseowner,False,True,True,False,True,False,True,True,True,True,False,Illiterate,Single,Retired,1,2,1,1,77.44
1390,35-44,Male,Turk,Rent,True,False,False,False,False,True,False,True,False,True,False,Middle School,Single,Student,1,4,1,1,79.76
1391,35-44,Male,Turk,Houseowner,False,True,False,False,False,False,False,True,False,True,False,Middle School,Divorced,Employed,2,4,1,1,55.83
1392,45-54,Female,Other,Rent,False,True,False,True,False,False,True,True,False,False,False,Illiterate,Married,Employed,0,2,1,2,51.49
1393,15-17,Male,Turk,Homeless,True,False,False,True,False,False,False,True,True,False,False,Primary School,Single,Employed,0,2,1,1,51.88
1394,35-44,Male,Turk,Rent,False,True,True,False,False,False,True,True,True,True,False,Middle School,Single,Retired,2,3,1,1,88.04
1395,25-34,Male,Turk,Rent,True,True,True,True,True,False,False,True,True,False,False,High School,Single,Retired,2,2,1,1,84.76
1396,12-14,Male,Other,Rent,True,True,False,False,False,False,False,True,True,False,False,Illiterate,Single,Student,0,1,1,1,80.51
1397,35-44,Male,Other,Homeless,True,True,True,False,False,False,False,True,False,True,True,Middle School,Single,Unemployed,5,0,1,1,58.36
1398,35-44,Male,Turk,Houseowner,True,False,False,False,False,False,True,False,False,True,False,Primary School,Single,Unemployed,1,3,1,1,57.65
1399,18-24,Female,Turk,Rent,True,True,True,False,False,False,False,False,True,True,True,Primary School,Single,Student,5,1,1,1,80.67
1400,25-34,Male,Turk,Rent,False,False,True,False,True,False,False,False,True,False,False,Primary School,Single,Retired,3,1,1,1,66.81
1401,18-24,Male,Turk,Houseowner,True,False,True,True,False,False,True,True,False,True,False,Middle School,Married,Employed,2,2,1,1,71.26
1402,25-34,Male,Turk,Houseowner,False,False,False,True,True,True,False,False,True,False,True,Bachelor’s Degree,Single,Employed,1,3,1,2,59.31
1403,18-24,Male,Other,Rent,True,False,False,True,True,False,False,True,True,True,True,Literate without schooling,Divorced,Employed,1,4,1,1,87.51
1404,35-44,Male,Other,Rent,True,False,False,False,False,False,True,False,True,False,True,Primary School,Single,Unemployed,4,1,1,1,65.69
1405,25-34,Female,Other,Homeless,True,False,True,False,True,False,True,False,False,True,True,Literate without schooling,Married,Employed,2,2,1,0,75.55
1406,25-34,Male,Turk,Houseowner,True,True,True,True,False,True,False,True,False,True,True,Middle School,Single,Employed,3,2,1,1,74.06
1407,25-34,Male,Turk,Houseowner,True,False,True,False,True,False,False,True,False,False,False,Middle School,Single,Employed,2,3,1,1,52.64
1408,35-44,Male,Turk,Rent,True,True,True,False,False,True,False,False,True,True,False,Middle School,Divorced,Employed,3,1,1,1,79.97
1409,35-44,Male,Turk,Houseowner,False,False,False,True,True,False,False,False,True,False,False,Literate without schooling,Married,Employed,2,2,1,1,77.75
1410,25-34,Male,Other,Rent,True,False,True,True,True,False,False,False,False,True,False,Middle School,Single,Employed,2,2,1,1,68.83
1411,35-44,Male,Turk,Houseowner,True,True,False,True,False,True,False,False,True,False,True,High School,Married,Employed,2,3,1,1,51.82
1412,35-44,Female,Other,Houseowner,True,True,True,False,True,False,True,True,True,True,False,Literate without schooling,Married,Student,4,1,1,1,82.81
1413,45-54,Male,Other,Houseowner,True,False,False,True,True,True,True,True,True,True,False,Middle School,Single,Retired,3,2,1,1,85.07
1414,25-34,Male,Turk,Rent,True,True,True,True,False,True,False,True,True,True,True,Primary School,Married,Employed,5,1,1,1,78.54
1415,25-34,Male,Turk,Rent,False,True,True,True,False,False,False,False,True,True,False,Primary School,Married,Employed,2,2,1,1,77.55
1416,35-44,Male,Other,Rent,True,True,True,True,False,False,False,False,True,True,False,Middle School,Single,Employed,3,2,1,1,96.11
1417,25-34,Male,Turk,Rent,True,False,True,True,False,False,True,False,True,True,True,Middle School,Divorced,Student,3,2,1,1,75.4
1418,35-44,Male,Other,Houseowner,True,True,False,False,False,False,True,True,True,False,True,Literate without schooling,Married,Student,1,4,1,1,63.87
1419,25-34,Male,Turk,Houseowner,False,False,False,True,True,False,True,False,True,True,True,Literate without schooling,Married,Student,4,1,1,1,53.48
1420,25-34,Female,Turk,Houseowner,False,False,False,True,True,False,False,True,True,False,False,Middle School,Single,Student,2,3,1,1,88.29
1421,55-64,Male,Turk,Rent,False,False,False,False,False,False,False,True,False,False,False,Middle School,Single,Employed,7,1,1,1,47.11
1422,35-44,Male,Turk,Homeless,False,False,False,True,False,False,False,False,False,False,True,Literate without schooling,Divorced,Employed,2,1,1,0,61.91
1423,25-34,Male,Turk,Rent,True,False,False,False,True,False,False,False,False,True,True,Middle School,Divorced,Retired,5,3,1,1,84.85
1424,45-54,Male,Turk,Houseowner,True,True,False,False,True,False,True,False,False,False,False,Literate without schooling,Married,Unemployed,0,1,1,1,73.45
1425,35-44,Female,Turk,Houseowner,False,True,False,False,False,False,True,False,False,False,False,Middle School,Married,Unemployed,3,0,1,1,84.71
1426,25-34,Male,Turk,Rent,False,True,True,True,True,False,False,False,True,True,False,Bachelor’s Degree,Married,Student,4,0,1,1,84.47
1427,35-44,Female,Turk,Houseowner,False,True,True,True,False,True,True,False,True,False,True,Middle School,Married,Unemployed,1,0,1,1,61.82
1428,25-34,Female,Other,Rent,False,False,True,True,True,True,True,True,True,True,True,Middle School,Single,Student,1,2,1,1,70.51
1429,25-34,Male,Other,Houseowner,True,True,False,False,False,True,True,True,True,True,False,High School,Single,Student,2,2,1,1,80.12
1430,25-34,Female,Turk,Houseowner,False,True,True,True,False,False,False,True,False,False,True,Middle School,Single,Unemployed,3,1,1,1,76.37
1431,25-34,Female,Turk,Houseowner,False,True,True,False,True,False,False,False,True,False,True,Literate without schooling,Single,Student,3,1,1,1,73.66
1432,25-34,Male,Turk,Rent,False,False,False,True,False,True,False,False,False,True,False,Middle School,Married,Student,2,1,1,1,76.46
1433,35-44,Male,Turk,Rent,False,True,True,True,True,False,False,False,True,False,True,Primary School,Married,Employed,0,3,1,2,52.29
1434,25-34,Male,Turk,Rent,False,False,True,False,False,False,True,True,True,True,True,High School,Divorced,Student,2,4,1,1,84.2
1435,25-34,Male,Other,Homeless,True,False,True,True,True,False,False,True,True,True,False,Bachelor’s Degree,Married,Unemployed,3,1,1,0,51.71
1436,12-14,Female,Other,Rent,True,True,False,False,False,False,False,False,False,False,False,Primary School,Single,Employed,0,2,1,1,63.88
1437,35-44,Female,Turk,Houseowner,False,False,False,False,True,True,True,False,True,False,True,Middle School,Single,Student,3,1,1,1,82.67
1438,25-34,Male,Turk,Rent,False,True,False,True,False,True,True,True,True,False,True,Middle School,Married,Retired,4,0,1,1,56.85
1439,25-34,Male,Turk,Rent,False,True,True,False,False,False,True,False,False,False,False,Middle School,Married,Retired,1,1,1,1,85.95
1440,25-34,Female,Turk,Houseowner,False,True,False,False,True,False,True,False,False,True,False,Literate without schooling,Single,Retired,3,1,1,1,68.19
1441,25-34,Male,Turk,Rent,False,True,False,True,False,False,True,True,True,False,False,Primary School,Single,Employed,2,1,1,1,91.57
1442,35-44,Female,Turk,Rent,False,False,False,True,False,True,False,False,False,False,False,High School,Single,Employed,4,0,1,1,81.13
1443,12-14,Female,Other,Houseowner,False,True,False,False,False,False,True,False,True,False,False,Literate without schooling,Single,Student,0,0,1,1,71.14
1444,45-54,Male,Other,Rent,False,True,True,True,False,False,True,True,False,False,False,Middle School,Single,Unemployed,0,0,1,1,83.71
1445,25-34,Male,Other,Houseowner,True,True,True,False,False,True,False,False,False,True,True,Primary School,Single,Retired,4,1,1,1,64.37
1446,18-24,Female,Turk,Rent,True,True,False,True,True,False,False,False,True,True,False,Primary School,Single,Employed,2,2,1,1,74.54
1447,18-24,Male,Turk,Houseowner,True,False,False,True,False,False,True,False,False,False,True,Primary School,Married,Student,2,1,1,1,60.15
1448,55-64,Male,Turk,Houseowner,True,True,False,False,True,False,True,False,True,False,True,Middle School,Single,Unemployed,4,1,1,1,92.57
1449,35-44,Male,Turk,Homeless,True,True,True,True,True,False,False,False,True,False,True,Primary School,Married,Employed,2,1,1,0,59.18
1450,35-44,Male,Turk,Houseowner,True,True,True,True,True,False,True,True,True,True,True,High School,Married,Retired,4,3,1,1,64.71
1451,25-34,Male,Turk,Rent,False,False,False,False,True,False,True,False,True,True,False,Literate without schooling,Married,Unemployed,2,1,1,1,51.23
1452,18-24,Male,Other,Houseowner,True,False,False,False,True,False,True,False,False,False,True,Middle School,Divorced,Employed,1,2,1,0,53.32
1453,25-34,Male,Turk,Houseowner,False,False,True,False,True,False,True,False,True,False,True,Primary School,Single,Student,1,2,1,1,66.63
1454,35-44,Male,Other,Rent,True,False,True,True,False,False,True,False,True,False,False,Middle School,Single,Student,0,2,1,1,86.35
1455,25-34,Male,Other,Houseowner,False,False,False,False,False,False,False,False,True,True,False,High School,Divorced,Employed,3,4,1,1,74.92
1456,12-14,Female,Turk,Rent,False,False,False,False,False,False,True,True,True,False,False,Primary School,Single,Employed,0,3,1,1,85.21
1457,12-14,Female,Turk,Rent,False,True,False,False,False,False,True,True,True,False,False,Primary School,Single,Employed,0,2,1,1,89.69
1458,35-44,Female,Turk,Houseowner,True,True,False,False,False,True,True,True,True,False,False,High School,Single,Student,2,2,1,1,87.41
1459,25-34,Male,Turk,Houseowner,True,False,False,False,True,False,True,False,True,True,False,High School,Single,Retired,4,3,1,1,83.89
1460,45-54,Male,Turk,Rent,True,True,True,True,True,True,True,False,True,True,False,Middle School,Single,Retired,2,0,1,1,62.04
1461,35-44,Male,Turk,Rent,False,True,True,True,False,False,False,False,False,False,False,Primary School,Single,Employed,2,0,1,1,91.35
1462,12-14,Male,Other,Houseowner,False,False,True,False,False,False,True,True,True,False,True,Illiterate,Single,Student,0,1,1,0,59.8
1463,12-14,Male,Other,Houseowner,False,True,False,False,False,False,False,True,True,False,True,Illiterate,Single,Student,0,2,1,1,53.08
1464,12-14,Male,Other,Homeless,False,False,False,False,False,False,False,False,True,False,False,Illiterate,Single,Employed,0,0,1,0,52.76
1465,35-44,Male,Other,Rent,False,True,False,True,False,False,True,True,False,True,False,High School,Married,Unemployed,2,1,1,1,55.56
1466,25-34,Female,Turk,Rent,False,True,False,True,True,False,True,False,True,True,False,Literate without schooling,Single,Retired,1,2,1,1,75.62
1467,25-34,Female,Turk,Rent,False,False,True,True,False,True,True,False,True,True,True,Literate without schooling,Single,Retired,3,1,1,1,65.64
1468,25-34,Female,Turk,Rent,False,True,True,False,True,False,True,False,True,False,False,High School,Single,Student,2,0,1,1,91.18
1469,25-34,Male,Turk,Houseowner,True,True,True,False,True,False,True,True,False,True,True,Primary School,Single,Unemployed,3,1,1,1,50.92
1470,25-34,Male,Turk,Rent,True,True,False,False,False,False,True,True,False,False,True,Middle School,Single,Unemployed,2,2,1,1,69.06
1471,15-17,Female,Turk,Houseowner,False,False,False,False,False,False,False,False,True,False,False,Primary School,Single,Student,0,3,1,1,71.4
1472,35-44,Male,Turk,Rent,False,True,True,False,False,False,False,False,True,True,False,High School,Married,Student,2,3,1,1,65.83
1473,45-54,Female,Turk,Rent,False,False,True,False,True,True,False,True,False,False,True,High School,Single,Unemployed,3,1,1,1,76.12
1474,25-34,Female,Turk,Homeless,True,False,True,True,False,False,True,False,False,True,False,Primary School,Married,Retired,0,3,1,1,68.1
1475,35-44,Female,Turk,Rent,False,False,False,True,False,False,False,False,False,True,False,Primary School,Married,Retired,4,3,1,1,77.88
1476,25-34,Female,Turk,Rent,False,True,False,False,False,False,False,False,True,False,False,High School,Single,Retired,3,3,1,1,58.49
1477,12-14,Male,Turk,Homeless,False,False,False,True,False,False,False,False,True,False,False,Literate without schooling,Single,Employed,0,0,1,0,59.61
1478,25-34,Male,Turk,Rent,True,True,True,False,True,False,False,False,False,True,True,High School,Single,Student,2,3,1,1,54.81
1479,35-44,Female,Turk,Rent,False,True,False,True,False,False,True,False,True,True,False,Primary School,Married,Unemployed,1,2,1,1,56.18
1480,35-44,Male,Turk,Houseowner,True,True,True,False,True,False,True,True,True,True,True,Primary School,Single,Student,4,2,1,1,83.88
1481,35-44,Male,Turk,Rent,True,True,True,False,False,False,True,True,False,False,True,High School,Married,Retired,3,3,1,1,57.05
1482,35-44,Male,Turk,Rent,True,False,True,True,False,False,False,False,False,True,True,High School,Married,Unemployed,3,3,1,1,76.44
1483,35-44,Male,Turk,Rent,True,True,True,True,False,False,False,False,False,False,False,Primary School,Married,Retired,1,2,1,1,79.62
1484,35-44,Male,Turk,Houseowner,True,True,False,False,False,False,False,False,False,False,True,Primary School,Single,Retired,1,5,1,0,43.43
1485,35-44,Female,Turk,Rent,True,True,True,True,True,False,False,True,True,False,False,High School,Single,Retired,5,1,1,1,94.06
1486,25-34,Male,Turk,Rent,True,True,True,False,False,False,False,False,True,False,False,Bachelor’s Degree,Married,Employed,1,4,1,2,69.7
1487,35-44,Male,Turk,Rent,False,True,True,False,False,False,True,False,False,True,True,High School,Single,Student,5,0,1,1,87.64
1488,25-34,Male,Other,Houseowner,False,False,True,True,True,True,True,True,True,True,False,Middle School,Married,Student,2,0,1,0,58.56
1489,35-44,Male,Turk,Rent,False,False,True,True,True,False,True,True,False,False,False,Primary School,Single,Student,1,0,1,1,76.87
1490,35-44,Male,Turk,Rent,True,False,False,False,True,True,False,False,False,False,False,Primary School,Single,Student,1,1,1,1,72.57
1491,25-34,Female,Turk,Homeless,False,True,False,False,False,False,False,True,False,False,False,Middle School,Married,Employed,4,1,1,1,72.38
1492,25-34,Male,Turk,Rent,True,True,True,True,False,False,True,True,True,True,True,Primary School,Divorced,Employed,5,1,1,1,79.12
1493,45-54,Male,Turk,Rent,False,False,True,True,False,False,True,True,True,False,False,High School,Married,Employed,3,2,1,1,77.82
1494,25-34,Female,Turk,Rent,True,True,False,True,False,False,True,False,False,True,True,Middle School,Single,Employed,6,1,1,1,59.01
1495,25-34,Female,Turk,Houseowner,True,True,False,False,True,False,True,True,False,True,False,Middle School,Married,Unemployed,3,2,1,1,78.82
1496,25-34,Male,Turk,Houseowner,True,True,False,True,True,False,True,False,False,True,False,Middle School,Married,Student,2,1,1,1,52.65
1497,25-34,Male,Other,Homeless,True,False,True,False,True,False,True,True,True,True,False,High School,Married,Employed,3,2,1,1,63.22
1498,35-44,Male,Other,Rent,False,False,True,False,True,False,True,True,True,True,True,Bachelor’s Degree,Single,Employed,6,2,1,2,69.6
1499,25-34,Male,Turk,Rent,False,False,True,True,True,False,True,True,False,False,True,High School,Married,Employed,2,2,1,1,66.9
1500,25-34,Male,Other,Rent,True,True,False,True,False,False,False,True,False,True,True,Middle School,Married,Student,4,3,1,1,90.79
1501,25-34,Male,Turk,Houseowner,False,False,False,True,False,False,False,False,False,True,False,Primary School,Single,Employed,1,4,1,1,70.64
1502,25-34,Male,Turk,Rent,True,True,False,False,False,False,False,False,False,True,False,Middle School,Divorced,Student,3,2,1,1,79.64
1503,55-64,Male,Other,Houseowner,False,False,True,True,False,False,True,False,True,False,True,Middle School,Single,Student,1,3,1,2,58.03
1504,12-14,Male,Turk,Homeless,False,False,False,False,False,False,False,True,False,False,True,Primary School,Single,Student,0,2,1,0,81.06
1505,25-34,Female,Turk,Houseowner,True,True,False,False,False,True,True,False,False,True,True,High School,Married,Retired,5,2,1,1,62.81
1506,55-64,Female,Turk,Houseowner,True,False,False,False,False,True,False,True,False,False,True,Bachelor’s Degree,Single,Student,6,3,1,2,51.56
1507,55-64,Male,Turk,Rent,False,False,True,True,False,False,True,False,True,False,False,Primary School,Married,Employed,3,1,1,1,86.95
1508,35-44,Male,Turk,Homeless,False,True,True,False,True,False,False,False,False,True,True,Primary School,Single,Unemployed,2,0,1,0,81.95
1509,35-44,Male,Turk,Houseowner,True,False,False,False,False,False,True,True,False,False,False,Middle School,Married,Student,4,2,1,1,53.65
1510,45-54,Female,Turk,Houseowner,True,True,True,False,False,False,False,False,False,False,True,Middle School,Single,Unemployed,5,1,1,1,88.14
1511,35-44,Male,Turk,Houseowner,True,False,False,True,True,True,False,True,False,False,False,Middle School,Married,Student,1,2,1,1,66.81
1512,45-54,Female,Turk,Houseowner,True,False,True,True,False,False,True,True,False,False,False,Primary School,Married,Unemployed,3,1,1,1,82.46
1513,25-34,Male,Other,Rent,True,True,False,True,True,False,True,False,True,True,True,Primary School,Divorced,Retired,4,1,1,1,54.05
1514,12-14,Male,Turk,Houseowner,False,False,True,False,False,False,False,False,False,False,False,Literate without schooling,Single,Employed,0,1,1,1,63.92
1515,25-34,Female,Turk,Rent,False,False,False,True,True,False,False,True,True,False,True,Middle School,Married,Unemployed,3,3,1,1,66.52
1516,45-54,Female,Other,Houseowner,True,True,True,False,True,False,True,False,False,False,True,Primary School,Single,Unemployed,3,0,1,1,72.93
1517,45-54,Male,Turk,Rent,False,False,False,False,False,True,False,True,True,True,False,Middle School,Married,Retired,5,3,1,1,70.65
1518,25-34,Male,Turk,Rent,False,False,False,False,True,False,True,True,False,False,True,High School,Divorced,Student,1,3,1,1,52.14
1519,25-34,Male,Turk,Houseowner,False,False,True,True,False,True,False,False,False,True,True,High School,Married,Unemployed,4,0,1,1,66.58
1520,45-54,Female,Other,Rent,True,False,False,True,True,False,False,False,False,True,True,High School,Single,Student,5,3,1,1,95.59
1521,25-34,Male,Turk,Rent,False,False,False,False,True,False,False,True,True,True,False,Literate without schooling,Divorced,Unemployed,4,1,1,1,62.12
1522,35-44,Male,Other,Rent,False,True,True,True,False,False,False,True,False,False,True,Primary School,Single,Employed,2,2,1,1,74.59
1523,25-34,Male,Turk,Rent,False,True,False,True,True,False,True,False,True,True,True,Primary School,Divorced,Student,2,1,1,0,60.06
1524,25-34,Male,Turk,Rent,True,False,True,False,True,False,True,False,False,True,False,Literate without schooling,Married,Student,2,1,1,1,61.2
1525,25-34,Male,Other,Houseowner,False,False,True,True,False,False,True,False,True,False,False,Primary School,Single,Retired,3,0,1,1,71.58
1526,35-44,Male,Turk,Rent,True,False,False,False,False,False,True,False,True,False,True,Literate without schooling,Single,Employed,2,4,1,1,68.45
1527,18-24,Male,Turk,Houseowner,True,False,False,False,False,False,True,False,True,False,False,Literate without schooling,Married,Unemployed,1,1,1,1,63.03
1528,12-14,Female,Other,Houseowner,False,False,False,False,False,False,False,False,False,False,False,Illiterate,Single,Student,0,1,1,1,78.89
1529,25-34,Female,Turk,Rent,True,True,False,False,True,False,True,True,True,False,True,High School,Married,Unemployed,4,2,1,1,77.43
1530,45-54,Male,Turk,Houseowner,True,True,True,False,False,False,True,False,True,True,False,Illiterate,Single,Retired,4,1,1,1,88.01
1531,35-44,Male,Turk,Rent,True,True,False,False,True,False,True,False,True,True,False,High School,Single,Employed,1,4,1,1,70.51
1532,12-14,Male,Other,Houseowner,False,True,False,False,False,False,True,False,False,False,True,Literate without schooling,Single,Student,0,0,1,0,54.79
1533,25-34,Male,Turk,Rent,True,True,False,False,True,False,False,True,False,True,True,Literate without schooling,Married,Unemployed,4,2,1,1,76.83
1534,35-44,Male,Other,Rent,False,False,True,False,False,False,True,True,True,False,False,Middle School,Single,Student,3,1,1,1,90.43
1535,25-34,Male,Turk,Houseowner,False,False,False,False,False,True,True,False,False,True,True,High School,Single,Retired,4,2,1,1,76.09
1536,35-44,Male,Other,Houseowner,False,True,True,True,False,False,True,True,False,True,False,High School,Single,Retired,2,2,1,1,87.38
1537,35-44,Female,Turk,Homeless,True,True,True,False,True,False,True,True,True,False,True,Literate without schooling,Divorced,Retired,0,3,1,1,67.87
1538,25-34,Male,Turk,Houseowner,True,False,False,False,True,False,True,False,False,True,True,High School,Single,Unemployed,4,2,1,1,86.53
1539,25-34,Male,Turk,Houseowner,True,True,True,True,True,False,False,False,True,True,False,Primary School,Single,Retired,4,1,1,1,89.04
1540,25-34,Female,Turk,Rent,False,False,True,False,False,False,False,False,True,True,False,High School,Single,Student,1,5,1,1,41.9
1541,35-44,Male,Other,Houseowner,True,True,True,False,False,False,True,True,False,False,False,Primary School,Single,Retired,3,1,1,1,88.9
1542,35-44,Female,Turk,Houseowner,False,False,False,True,False,False,True,False,False,False,False,High School,Single,Retired,3,2,1,1,83.69
1543,12-14,Male,Other,Homeless,False,False,False,False,False,False,False,True,True,False,False,Primary School,Single,Employed,0,2,1,0,51.65
1544,25-34,Male,Turk,Houseowner,True,False,True,True,False,False,True,False,False,True,False,Primary School,Single,Unemployed,0,2,1,1,65.66
1545,18-24,Male,Turk,Rent,False,False,True,True,False,False,False,True,True,True,False,Middle School,Single,Student,2,2,1,1,86.36
1546,18-24,Male,Turk,Houseowner,False,False,False,True,False,False,False,True,True,True,True,Primary School,Single,Student,5,2,1,1,77.15
1547,12-14,Male,Turk,Homeless,False,False,False,False,False,False,False,False,False,False,True,Illiterate,Single,Employed,0,1,1,0,80.7
1548,18-24,Male,Turk,Rent,False,True,False,True,True,False,False,True,True,True,True,Middle School,Single,Retired,4,2,1,1,90.33
1549,25-34,Male,Turk,Homeless,True,True,True,False,True,False,True,True,False,True,True,Primary School,Married,Retired,1,3,1,0,60.98
1550,35-44,Male,Turk,Rent,False,True,False,False,False,False,True,True,False,True,False,Primary School,Married,Retired,4,2,1,1,64.27
