age_group,gender,race_ethnicity,education_level,marital_status,employment_status,housing_status,has_dependents,prior_convictions,juvenile_convictions,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,recidivism
35-44,Male,Kurd,Primary School,Single,Student,Houseowner,True,2,0,False,True,True,False,False,False,True,True,False,True,0
45-54,Male,Turk,High School,Single,Student,Rent,False,4,0,False,False,True,True,False,True,True,True,False,True,0
35-44,Male,Arab,Master/PhD,Single,Student,Rent,False,3,2,True,False,False,True,True,False,False,False,True,True,2
18-24,Female,Kurd,Bachelor’s Degree,Divorced,Unemployed,Houseowner,True,1,3,True,False,True,False,False,False,False,False,True,True,1
18-24,Female,Kurd,Master/PhD,Single,Unemployed,Rent,False,3,3,False,False,False,True,False,False,True,True,True,False,2
55-64,Female,Turk,Master/PhD,Married,Retired,Rent,False,2,1,True,True,True,False,True,True,True,False,False,False,0
15-17,Male,Turk,Master/PhD,Married,Retired,Houseowner,False,0,2,True,True,True,True,False,False,False,True,True,True,0
35-44,Female,Turk,High School,Single,Employed,Houseowner,True,4,1,False,True,False,False,False,True,False,True,True,False,1
35-44,Male,Other,Primary School,Single,Retired,Rent,False,2,1,False,False,True,True,True,False,True,False,False,False,1
55-64,Male,Arab,Middle School,Single,Retired,Rent,False,3,1,False,False,False,True,False,False,True,True,False,True,0
45-54,Male,Arab,Bachelor’s Degree,Single,Retired,Rent,True,1,4,True,False,True,True,False,True,False,True,True,False,1
25-34,Male,Turk,Primary School,Married,Unemployed,Rent,True,4,2,False,True,True,False,True,True,True,False,True,True,2
18-24,Female,Kurd,Bachelor’s Degree,Divorced,Student,Houseowner,True,0,1,False,True,True,True,True,False,False,True,True,False,0
18-24,Male,Arab,High School,Married,Employed,Houseowner,False,0,3,True,False,True,False,False,True,True,False,False,True,1
25-34,Female,Kurd,Literate without schooling,Single,Employed,Houseowner,False,2,2,True,False,True,False,False,False,False,False,False,False,2
15-17,Male,Turk,Master/PhD,Single,Student,Houseowner,True,1,2,True,True,False,False,False,True,False,True,False,True,1
45-54,Male,Arab,Bachelor’s Degree,Divorced,Employed,Houseowner,False,1,0,False,False,True,True,True,False,True,True,False,True,0
15-17,Male,Turk,High School,Divorced,Employed,Houseowner,False,6,2,False,False,True,False,True,True,True,True,False,True,2
45-54,Male,Turk,Literate without schooling,Married,Unemployed,Rent,True,2,2,False,False,False,True,False,False,True,True,True,False,1
55-64,Male,Other,Literate without schooling,Married,Unemployed,Rent,False,3,4,True,True,True,True,False,True,False,False,False,True,2
65+,Male,Turk,Bachelor’s Degree,Single,Employed,Houseowner,True,1,1,False,False,False,False,False,True,True,False,True,False,0
12-14,Female,Turk,Illiterate,Divorced,Retired,Rent,True,1,0,False,False,True,True,False,True,True,True,True,False,0
55-64,Male,Kurd,Middle School,Single,Student,Houseowner,True,2,0,True,False,True,True,False,False,True,True,True,False,0
12-14,Male,Other,High School,Single,Retired,Houseowner,False,3,2,False,False,False,True,False,True,False,False,True,False,2
18-24,Male,Turk,Literate without schooling,Divorced,Retired,Homeless,False,1,2,False,True,True,False,False,True,False,True,False,True,2
15-17,Male,Arab,Master/PhD,Single,Student,Rent,True,1,1,True,False,True,False,False,False,True,True,False,False,0
15-17,Male,Turk,Middle School,Single,Unemployed,Houseowner,True,0,1,True,True,False,True,False,False,True,True,True,True,0
15-17,Male,Turk,Illiterate,Married,Retired,Houseowner,False,2,3,True,True,True,True,False,False,True,True,True,True,2
12-14,Male,Turk,Primary School,Single,Student,Rent,True,1,1,True,False,True,True,False,False,True,False,True,True,1
55-64,Male,Kurd,Primary School,Single,Unemployed,Houseowner,True,4,0,True,False,False,False,True,True,False,True,False,True,2
12-14,Male,Turk,Literate without schooling,Married,Unemployed,Homeless,True,1,2,True,True,True,False,False,False,False,False,False,True,2
25-34,Male,Turk,Master/PhD,Single,Employed,Rent,False,2,1,True,True,True,False,False,False,True,False,True,False,0
45-54,Male,Kurd,Primary School,Divorced,Retired,Houseowner,False,1,2,False,True,False,False,False,False,True,True,False,True,0
65+,Male,Kurd,Middle School,Single,Retired,Rent,False,3,1,True,False,False,True,False,False,False,True,True,False,0
55-64,Male,Arab,Middle School,Married,Student,Rent,True,4,3,True,False,True,True,False,False,False,True,True,True,2
15-17,Male,Arab,Literate without schooling,Single,Employed,Rent,True,1,0,False,True,True,False,False,True,False,False,False,True,1
65+,Female,Turk,Middle School,Divorced,Retired,Homeless,False,3,1,False,False,False,True,False,False,True,True,True,False,0
45-54,Male,Turk,Primary School,Divorced,Employed,Homeless,False,1,2,True,True,True,False,False,True,False,False,True,True,2
15-17,Male,Turk,Illiterate,Divorced,Employed,Houseowner,False,3,1,False,False,True,False,False,False,True,True,False,False,2
25-34,Male,Kurd,Primary School,Single,Employed,Houseowner,False,1,0,True,False,True,False,False,True,True,True,True,False,0
65+,Male,Turk,High School,Single,Unemployed,Houseowner,False,2,1,False,True,True,False,True,True,False,False,True,False,1
25-34,Male,Turk,Illiterate,Divorced,Unemployed,Rent,False,4,2,True,True,False,False,False,False,True,False,False,False,2
15-17,Female,Turk,Bachelor’s Degree,Divorced,Retired,Rent,True,2,1,True,False,False,False,False,False,False,False,True,False,0
65+,Female,Turk,High School,Single,Unemployed,Houseowner,True,3,1,True,False,True,False,True,False,True,False,False,False,1
65+,Male,Other,Primary School,Single,Retired,Homeless,False,0,2,True,False,True,True,False,True,True,False,False,False,1
65+,Male,Kurd,High School,Married,Unemployed,Houseowner,True,2,2,False,False,True,True,False,False,True,True,True,False,1
65+,Male,Turk,Primary School,Married,Student,Rent,True,0,0,True,False,False,True,True,False,True,False,False,True,0
55-64,Male,Kurd,High School,Married,Student,Rent,True,6,3,False,False,True,False,False,False,False,False,True,False,2
25-34,Male,Kurd,Literate without schooling,Divorced,Retired,Houseowner,False,0,2,True,True,True,True,False,False,False,False,False,False,1
15-17,Female,Turk,High School,Married,Retired,Houseowner,True,1,0,True,False,False,False,False,True,False,False,False,True,0
35-44,Male,Turk,Illiterate,Divorced,Retired,Houseowner,False,4,0,False,False,True,False,False,True,False,False,False,False,1
15-17,Male,Arab,Illiterate,Divorced,Retired,Homeless,True,1,0,False,True,False,True,True,True,False,True,False,False,2
25-34,Male,Turk,Literate without schooling,Married,Employed,Houseowner,False,2,3,True,True,True,False,False,True,False,True,True,False,2
45-54,Male,Kurd,Literate without schooling,Divorced,Employed,Rent,False,3,1,True,True,False,True,True,True,False,False,False,True,2
65+,Male,Kurd,Middle School,Married,Unemployed,Rent,True,1,0,True,True,False,False,True,True,True,False,True,True,0
18-24,Female,Arab,Literate without schooling,Single,Employed,Rent,False,2,1,False,False,True,True,False,True,False,False,False,False,1
18-24,Male,Other,Literate without schooling,Single,Unemployed,Homeless,False,1,0,True,False,False,True,False,True,True,True,False,False,1
45-54,Female,Arab,Illiterate,Married,Student,Rent,False,2,2,True,True,True,False,False,False,False,False,True,False,2
12-14,Female,Kurd,Master/PhD,Divorced,Unemployed,Rent,False,0,1,True,False,False,True,False,False,False,False,False,True,0
35-44,Male,Turk,Bachelor’s Degree,Divorced,Employed,Rent,True,5,0,True,False,True,True,False,True,True,False,True,True,0
45-54,Male,Kurd,Literate without schooling,Single,Retired,Houseowner,True,5,2,False,True,True,True,False,True,True,True,False,False,2
35-44,Male,Arab,Illiterate,Single,Unemployed,Houseowner,True,1,1,True,True,True,True,False,False,True,False,False,True,1
25-34,Male,Other,Bachelor’s Degree,Married,Retired,Houseowner,True,4,1,True,True,False,False,False,True,True,True,False,False,1
55-64,Male,Arab,High School,Married,Student,Rent,False,2,0,False,True,False,False,True,True,True,False,True,False,0
18-24,Female,Turk,Master/PhD,Divorced,Student,Houseowner,False,0,4,True,True,True,False,False,False,True,True,False,False,0
45-54,Male,Arab,Literate without schooling,Single,Retired,Rent,False,2,3,True,True,False,False,False,False,True,False,False,True,2
25-34,Female,Arab,Primary School,Divorced,Unemployed,Houseowner,True,2,0,True,False,False,False,False,False,True,False,True,False,1
12-14,Male,Kurd,Illiterate,Married,Employed,Rent,False,1,0,True,False,True,False,False,False,False,True,False,True,0
35-44,Male,Kurd,Primary School,Married,Retired,Rent,False,4,0,True,False,False,True,False,False,False,True,True,True,1
12-14,Male,Kurd,Literate without schooling,Married,Student,Rent,False,5,3,False,False,False,False,False,True,False,False,True,True,2
65+,Male,Kurd,Illiterate,Divorced,Unemployed,Homeless,True,0,2,True,False,False,True,False,True,False,True,True,True,1
35-44,Male,Turk,Middle School,Married,Student,Houseowner,True,1,3,False,False,True,True,False,False,True,False,True,False,1
18-24,Male,Turk,Master/PhD,Married,Unemployed,Houseowner,False,3,2,True,False,True,False,False,True,True,False,False,True,2
25-34,Female,Arab,High School,Divorced,Retired,Rent,False,1,1,True,False,False,False,False,True,True,False,False,False,0
35-44,Male,Other,Bachelor’s Degree,Single,Student,Houseowner,True,0,2,True,True,False,False,False,False,False,True,False,False,0
18-24,Male,Arab,Bachelor’s Degree,Married,Unemployed,Rent,False,1,3,True,False,True,False,False,False,False,False,False,False,2
18-24,Male,Turk,Master/PhD,Divorced,Student,Rent,False,3,1,True,True,True,True,False,False,False,True,False,False,1
25-34,Male,Turk,Illiterate,Divorced,Retired,Houseowner,True,2,4,False,True,True,True,True,True,False,True,True,False,2
18-24,Male,Turk,Literate without schooling,Single,Unemployed,Homeless,False,2,1,False,True,False,True,False,False,True,True,True,False,1
55-64,Male,Arab,High School,Divorced,Retired,Houseowner,False,1,0,True,True,True,True,False,False,True,False,False,True,0
12-14,Male,Kurd,Bachelor’s Degree,Divorced,Employed,Rent,True,1,2,True,True,True,True,False,True,True,False,True,False,1
55-64,Male,Other,Bachelor’s Degree,Married,Employed,Houseowner,True,0,2,True,False,True,False,False,False,False,True,True,False,0
18-24,Male,Turk,Bachelor’s Degree,Divorced,Retired,Rent,False,5,1,True,False,True,True,False,False,False,True,True,False,0
35-44,Male,Kurd,Primary School,Married,Student,Houseowner,True,5,2,True,False,False,False,False,True,False,False,True,True,2
15-17,Male,Arab,Primary School,Married,Employed,Homeless,True,2,0,True,True,False,True,False,True,False,False,True,True,2
25-34,Male,Turk,Illiterate,Married,Student,Homeless,True,1,2,False,True,False,False,True,False,True,True,True,False,1
55-64,Male,Other,Primary School,Single,Unemployed,Rent,True,2,0,False,False,False,True,False,False,False,False,False,False,1
18-24,Male,Kurd,Literate without schooling,Divorced,Unemployed,Rent,False,1,2,False,False,True,False,False,False,False,False,True,False,1
15-17,Male,Turk,Master/PhD,Single,Unemployed,Rent,True,5,4,True,True,True,False,False,False,False,True,False,True,2
35-44,Female,Turk,Illiterate,Single,Unemployed,Rent,False,2,2,False,True,False,False,False,True,False,False,True,True,2
15-17,Female,Arab,Primary School,Divorced,Retired,Rent,True,1,0,True,True,False,True,False,False,False,False,False,True,1
18-24,Male,Kurd,Master/PhD,Divorced,Unemployed,Rent,True,1,2,False,False,True,True,False,True,False,True,False,True,1
25-34,Male,Arab,Master/PhD,Married,Unemployed,Rent,True,4,1,False,True,False,False,True,True,False,False,True,False,2
35-44,Male,Arab,Primary School,Married,Retired,Rent,False,0,1,False,False,True,False,False,True,False,False,True,False,0
45-54,Female,Turk,Middle School,Married,Student,Houseowner,False,1,1,False,False,False,False,False,False,True,True,False,True,0
45-54,Male,Arab,Middle School,Married,Employed,Homeless,False,0,1,True,True,True,True,False,False,True,True,True,False,0
55-64,Male,Other,Bachelor’s Degree,Married,Student,Houseowner,True,2,3,False,False,False,False,False,True,False,True,True,False,1
12-14,Male,Turk,Bachelor’s Degree,Married,Student,Houseowner,True,1,2,False,False,True,True,False,False,False,True,False,False,0
18-24,Male,Arab,Middle School,Married,Student,Homeless,True,1,0,False,False,False,False,False,False,False,False,False,True,0
12-14,Male,Turk,Primary School,Married,Employed,Houseowner,True,1,1,True,False,True,False,False,False,False,False,False,True,1
12-14,Female,Turk,Primary School,Divorced,Unemployed,Houseowner,True,1,2,False,True,True,False,False,True,True,False,True,False,2
15-17,Female,Turk,High School,Divorced,Student,Rent,True,3,2,False,True,False,True,False,True,True,True,True,False,2
35-44,Male,Arab,Bachelor’s Degree,Married,Student,Rent,True,3,0,True,False,True,True,False,True,False,False,False,True,1
65+,Male,Turk,Illiterate,Married,Student,Houseowner,True,4,1,True,True,False,True,True,False,True,True,False,False,2
55-64,Male,Turk,Bachelor’s Degree,Single,Retired,Rent,True,1,1,False,False,True,True,False,True,False,True,True,True,0
45-54,Male,Kurd,Middle School,Single,Student,Houseowner,False,3,1,False,False,True,True,False,True,False,False,True,False,1
55-64,Male,Turk,Literate without schooling,Divorced,Unemployed,Rent,True,1,1,False,True,True,True,False,True,True,False,False,True,1
15-17,Male,Arab,Illiterate,Married,Student,Houseowner,False,1,2,False,True,True,False,False,False,False,False,False,True,2
55-64,Female,Other,Primary School,Single,Unemployed,Houseowner,False,0,2,True,False,False,False,False,True,True,False,True,False,0
65+,Female,Turk,Literate without schooling,Married,Unemployed,Homeless,True,2,1,False,True,False,False,False,False,False,True,True,False,1
12-14,Male,Turk,Illiterate,Divorced,Student,Rent,True,2,1,True,True,True,True,False,True,True,True,False,True,2
25-34,Male,Other,Primary School,Married,Unemployed,Rent,False,2,4,False,True,False,False,False,True,False,True,True,False,2
55-64,Male,Turk,Bachelor’s Degree,Divorced,Student,Homeless,True,1,1,True,True,False,False,False,True,False,False,True,True,0
25-34,Male,Turk,Bachelor’s Degree,Married,Student,Homeless,True,1,1,False,True,True,True,False,True,False,True,True,True,0
55-64,Male,Other,Literate without schooling,Single,Retired,Rent,False,2,2,False,True,True,False,True,False,True,True,False,False,1
65+,Male,Arab,High School,Single,Employed,Houseowner,True,6,1,True,False,True,True,False,False,False,False,True,True,1
25-34,Male,Kurd,Middle School,Single,Unemployed,Rent,False,2,3,False,False,False,False,True,False,False,False,True,False,2
12-14,Female,Kurd,Bachelor’s Degree,Divorced,Retired,Rent,True,1,3,True,False,False,True,False,True,False,False,False,False,2
18-24,Male,Other,Literate without schooling,Divorced,Unemployed,Houseowner,True,1,4,False,True,True,False,False,True,True,False,True,False,2
15-17,Male,Kurd,Illiterate,Married,Student,Houseowner,True,3,2,False,False,False,False,False,False,True,True,False,False,2
25-34,Male,Kurd,Primary School,Divorced,Student,Houseowner,False,1,0,True,True,True,True,True,True,True,False,False,False,2
35-44,Female,Arab,Master/PhD,Married,Retired,Rent,True,3,1,True,True,False,False,False,True,True,False,False,True,0
25-34,Male,Kurd,Middle School,Divorced,Employed,Rent,False,3,2,False,True,False,False,True,True,True,True,False,True,2
15-17,Male,Kurd,Illiterate,Divorced,Unemployed,Rent,True,3,0,True,False,True,True,False,False,True,False,True,False,2
18-24,Male,Turk,Master/PhD,Married,Unemployed,Houseowner,True,1,1,False,False,True,True,False,False,False,False,False,False,0
45-54,Male,Kurd,Bachelor’s Degree,Married,Student,Houseowner,True,9,2,True,True,False,False,False,True,True,False,False,False,2
12-14,Female,Kurd,Middle School,Single,Retired,Rent,False,1,4,False,True,True,False,False,True,True,True,False,False,2
15-17,Male,Turk,Bachelor’s Degree,Divorced,Employed,Rent,True,6,2,False,True,False,True,False,False,True,False,True,False,2
65+,Female,Turk,Literate without schooling,Divorced,Employed,Rent,False,1,2,False,False,True,True,False,False,False,False,True,False,0
12-14,Male,Arab,High School,Single,Retired,Rent,False,2,1,False,False,True,False,False,True,False,True,False,True,1
25-34,Male,Turk,Master/PhD,Divorced,Student,Rent,False,4,2,True,False,False,True,False,True,True,True,False,False,1
15-17,Male,Turk,Middle School,Single,Student,Rent,True,2,3,True,True,True,False,False,True,False,True,True,False,2
12-14,Male,Turk,Illiterate,Married,Employed,Rent,True,3,4,True,False,True,False,False,True,False,False,False,False,2
25-34,Male,Turk,Bachelor’s Degree,Divorced,Student,Houseowner,True,4,0,False,True,False,False,False,False,False,False,False,False,0
35-44,Male,Arab,Bachelor’s Degree,Single,Unemployed,Homeless,False,3,1,False,True,False,True,False,False,True,True,True,True,1
15-17,Male,Turk,Bachelor’s Degree,Single,Student,Rent,True,4,1,False,False,True,False,False,False,False,True,True,True,0
12-14,Female,Turk,High School,Married,Employed,Rent,False,1,3,False,False,False,True,False,True,True,True,True,True,1
15-17,Female,Arab,Illiterate,Single,Unemployed,Houseowner,False,1,1,False,True,True,True,False,False,True,True,False,True,1
45-54,Male,Turk,Illiterate,Married,Student,Rent,True,1,1,True,False,True,True,False,False,True,True,False,True,0
55-64,Male,Turk,Bachelor’s Degree,Single,Student,Houseowner,True,5,3,True,False,True,True,False,True,True,False,True,False,2
15-17,Female,Arab,Bachelor’s Degree,Single,Retired,Rent,True,1,0,True,True,True,False,True,False,True,True,False,True,0
18-24,Male,Kurd,Illiterate,Single,Retired,Rent,False,1,0,False,False,True,True,False,True,True,False,False,True,0
18-24,Female,Arab,High School,Divorced,Employed,Rent,True,3,1,True,True,True,True,True,False,True,True,False,False,2
18-24,Male,Arab,Middle School,Divorced,Employed,Houseowner,True,3,2,True,True,False,False,False,False,False,False,True,False,2
15-17,Female,Other,Primary School,Single,Unemployed,Rent,True,3,1,True,True,False,True,False,False,True,True,True,True,2
12-14,Male,Turk,High School,Single,Retired,Houseowner,True,3,1,False,False,True,False,False,False,True,False,True,False,1
35-44,Male,Arab,Master/PhD,Divorced,Unemployed,Rent,False,0,2,True,False,False,False,False,True,False,True,False,False,0
18-24,Male,Arab,Bachelor’s Degree,Single,Retired,Houseowner,False,3,0,False,True,True,True,True,False,True,True,False,True,0
18-24,Male,Turk,Literate without schooling,Married,Employed,Houseowner,False,0,4,True,True,False,True,False,False,True,False,True,True,1
18-24,Female,Other,Middle School,Divorced,Retired,Rent,False,2,2,True,False,False,False,False,True,True,False,False,False,1
65+,Female,Turk,Master/PhD,Single,Employed,Houseowner,True,7,0,False,False,True,True,False,False,False,True,False,True,0
35-44,Male,Arab,Literate without schooling,Divorced,Retired,Homeless,False,0,2,True,True,False,True,False,False,False,False,True,False,1
25-34,Male,Kurd,Bachelor’s Degree,Single,Retired,Houseowner,False,1,1,False,True,True,True,False,False,False,True,False,True,0
15-17,Male,Kurd,Middle School,Single,Unemployed,Rent,True,3,2,True,False,True,True,False,False,False,True,False,False,2
55-64,Male,Turk,Middle School,Married,Unemployed,Houseowner,False,1,1,True,True,False,True,False,False,False,True,False,False,0
65+,Male,Other,Literate without schooling,Divorced,Student,Rent,True,1,3,True,False,True,True,False,True,True,False,False,True,2
12-14,Female,Kurd,Master/PhD,Married,Student,Homeless,True,4,4,False,True,True,False,False,False,False,False,True,True,2
65+,Female,Turk,Middle School,Single,Employed,Rent,False,2,2,True,True,True,False,False,True,True,True,True,False,0
45-54,Male,Turk,High School,Single,Employed,Houseowner,False,2,1,False,True,True,False,False,True,False,True,True,True,0
12-14,Male,Arab,Middle School,Divorced,Retired,Rent,True,2,0,False,True,False,True,False,True,True,True,True,False,1
55-64,Male,Turk,Illiterate,Married,Retired,Rent,False,0,1,True,False,False,True,False,False,True,True,True,True,0
12-14,Male,Kurd,Bachelor’s Degree,Single,Employed,Houseowner,False,2,3,True,False,True,False,True,False,False,False,True,True,2
12-14,Male,Kurd,Primary School,Married,Retired,Rent,False,0,1,False,True,False,True,False,False,True,False,True,True,0
12-14,Male,Turk,Literate without schooling,Married,Retired,Rent,False,4,1,False,False,True,True,False,False,True,True,True,False,1
25-34,Male,Kurd,Bachelor’s Degree,Single,Retired,Rent,True,3,1,False,False,True,True,False,False,True,True,False,False,0
35-44,Male,Turk,Literate without schooling,Single,Employed,Houseowner,True,3,1,False,True,False,True,False,True,True,True,True,True,1
25-34,Female,Other,High School,Divorced,Student,Rent,True,1,1,True,True,True,False,False,False,True,True,True,False,0
12-14,Male,Arab,Middle School,Divorced,Employed,Homeless,False,3,2,False,False,True,False,False,False,True,False,False,False,2
15-17,Male,Turk,Bachelor’s Degree,Single,Employed,Rent,True,1,0,False,False,True,False,False,False,True,False,True,True,0
55-64,Male,Kurd,Illiterate,Single,Employed,Rent,True,3,0,True,True,False,True,False,False,True,True,False,False,1
65+,Female,Kurd,Bachelor’s Degree,Married,Unemployed,Homeless,False,4,4,True,False,True,True,False,False,False,False,False,False,2
55-64,Male,Other,Literate without schooling,Married,Student,Houseowner,True,2,3,False,False,False,False,False,False,True,False,True,False,2
12-14,Male,Turk,Master/PhD,Married,Employed,Houseowner,True,0,2,True,False,False,True,False,False,True,True,True,False,0
55-64,Male,Kurd,Primary School,Divorced,Employed,Rent,False,4,0,False,False,True,False,False,False,False,True,True,True,0
45-54,Male,Other,Illiterate,Single,Unemployed,Rent,False,3,2,True,True,True,False,False,False,False,False,False,False,2
35-44,Male,Turk,Middle School,Single,Employed,Homeless,True,2,1,True,False,False,True,False,True,False,False,True,False,1
15-17,Female,Kurd,Illiterate,Divorced,Retired,Rent,False,5,1,False,True,False,False,False,False,False,False,False,True,2
65+,Male,Turk,Literate without schooling,Divorced,Employed,Houseowner,True,1,1,True,False,True,False,False,False,False,True,True,True,0
25-34,Male,Kurd,Bachelor’s Degree,Single,Unemployed,Houseowner,True,5,2,True,False,False,False,False,False,False,False,True,True,1
12-14,Male,Turk,Middle School,Married,Unemployed,Houseowner,False,1,0,False,True,False,True,False,False,True,True,False,True,0
15-17,Female,Other,High School,Married,Employed,Homeless,True,5,1,True,True,False,True,False,True,True,False,False,True,2
25-34,Female,Turk,Master/PhD,Single,Retired,Houseowner,True,2,0,True,True,True,True,True,False,False,True,True,True,0
12-14,Male,Turk,Middle School,Divorced,Employed,Rent,True,4,3,False,True,False,False,False,False,False,True,True,True,2
18-24,Male,Arab,Middle School,Single,Unemployed,Rent,True,3,0,True,True,True,False,False,True,False,True,True,False,1
25-34,Male,Arab,Illiterate,Married,Student,Houseowner,True,2,1,False,True,True,False,False,True,True,True,False,True,1
65+,Male,Kurd,Primary School,Married,Unemployed,Houseowner,True,1,1,True,False,True,True,False,False,True,False,False,False,1
12-14,Male,Arab,Bachelor’s Degree,Divorced,Unemployed,Rent,False,2,3,False,True,True,False,False,False,False,True,True,True,2
35-44,Male,Turk,Illiterate,Single,Employed,Houseowner,True,0,1,False,True,True,False,False,True,True,True,True,True,0
65+,Female,Kurd,Primary School,Single,Unemployed,Homeless,False,1,0,False,False,False,False,False,True,False,False,True,False,0
55-64,Male,Turk,Illiterate,Married,Employed,Homeless,True,1,3,False,True,True,True,False,False,True,False,False,True,2
65+,Male,Turk,Master/PhD,Divorced,Unemployed,Houseowner,False,2,1,True,True,True,False,False,True,True,False,True,True,0
15-17,Male,Other,Middle School,Married,Unemployed,Rent,False,1,1,False,True,True,False,False,False,False,True,False,False,1
55-64,Male,Arab,High School,Divorced,Unemployed,Houseowner,False,2,1,True,True,True,False,False,True,False,False,False,True,1
65+,Male,Turk,High School,Married,Employed,Houseowner,True,1,1,True,True,True,True,False,True,False,True,False,True,0
18-24,Male,Turk,Literate without schooling,Single,Retired,Houseowner,True,3,3,True,True,False,False,False,False,False,True,True,False,2
25-34,Female,Other,Illiterate,Married,Employed,Rent,False,1,3,False,False,True,True,False,True,True,True,True,True,2
35-44,Male,Turk,Primary School,Divorced,Employed,Rent,False,2,0,True,True,True,True,False,False,False,False,False,False,1
25-34,Male,Turk,Literate without schooling,Divorced,Employed,Houseowner,True,3,1,True,False,True,False,False,True,False,False,False,False,2
18-24,Male,Turk,Primary School,Divorced,Retired,Rent,True,2,3,False,True,False,True,False,True,False,True,False,True,2
65+,Male,Turk,Primary School,Single,Unemployed,Rent,True,1,0,False,True,False,False,False,False,True,False,True,True,0
65+,Female,Turk,Bachelor’s Degree,Married,Unemployed,Rent,False,2,2,True,False,True,True,False,True,True,True,True,True,0
25-34,Male,Other,Primary School,Married,Retired,Rent,False,5,0,False,True,False,False,False,False,False,True,True,True,0
55-64,Male,Turk,Literate without schooling,Married,Employed,Rent,False,4,1,False,False,False,False,False,False,True,True,False,False,0
25-34,Male,Kurd,Master/PhD,Divorced,Employed,Rent,False,4,1,False,True,False,False,False,True,True,True,True,True,0
55-64,Female,Arab,Illiterate,Divorced,Employed,Houseowner,True,1,0,False,True,False,True,False,False,False,False,True,True,0
35-44,Male,Kurd,Literate without schooling,Single,Student,Rent,True,1,2,False,False,False,False,False,False,True,False,True,False,0
25-34,Male,Arab,Primary School,Single,Retired,Houseowner,False,3,1,True,True,False,True,False,True,False,False,True,True,2
15-17,Male,Kurd,Illiterate,Married,Student,Rent,True,6,1,False,False,True,True,False,False,False,True,True,False,2
45-54,Male,Kurd,Master/PhD,Divorced,Retired,Rent,True,4,1,True,False,False,True,False,True,True,True,True,False,1
18-24,Male,Kurd,Primary School,Divorced,Retired,Houseowner,False,1,2,True,True,True,False,False,False,True,True,True,True,1
15-17,Male,Arab,Bachelor’s Degree,Married,Unemployed,Houseowner,True,1,2,True,False,False,False,False,True,True,True,True,True,1
15-17,Male,Arab,Illiterate,Married,Employed,Rent,True,1,2,True,True,False,True,False,False,True,True,True,False,1
65+,Male,Arab,Middle School,Divorced,Employed,Rent,False,1,1,False,False,True,False,True,True,True,True,False,False,0
12-14,Male,Turk,Illiterate,Divorced,Retired,Rent,True,3,3,False,False,True,True,False,False,False,True,False,True,2
55-64,Female,Kurd,Literate without schooling,Single,Student,Rent,True,1,0,True,True,False,True,False,True,False,False,True,False,0
55-64,Male,Arab,Primary School,Single,Retired,Houseowner,False,0,0,True,False,False,True,False,True,True,False,False,True,0
12-14,Male,Turk,Master/PhD,Married,Student,Houseowner,True,0,1,True,True,True,False,True,True,False,True,True,True,0
35-44,Male,Arab,Primary School,Married,Retired,Rent,False,1,1,True,False,True,False,False,True,True,True,False,False,0
35-44,Female,Turk,Bachelor’s Degree,Single,Retired,Rent,False,2,1,True,True,True,True,False,False,True,False,False,True,0
18-24,Male,Turk,Illiterate,Single,Retired,Rent,False,3,1,True,True,True,True,True,False,True,True,False,False,2
45-54,Male,Arab,Literate without schooling,Single,Retired,Houseowner,True,3,2,False,True,False,False,False,True,True,False,True,True,2
25-34,Female,Turk,High School,Single,Employed,Houseowner,True,5,3,False,False,True,True,False,True,False,False,True,False,2
25-34,Male,Turk,Middle School,Married,Student,Rent,True,2,0,False,False,False,True,False,True,True,False,True,True,0
25-34,Male,Turk,Middle School,Divorced,Retired,Rent,False,1,2,False,False,False,False,False,True,True,True,True,False,0
55-64,Female,Arab,High School,Single,Unemployed,Rent,False,3,1,False,True,False,True,False,True,False,True,False,False,1
45-54,Male,Turk,Illiterate,Single,Retired,Houseowner,True,2,3,True,True,False,True,False,True,False,False,False,False,2
25-34,Male,Kurd,High School,Single,Unemployed,Rent,False,0,1,True,False,True,True,False,True,False,False,False,False,1
65+,Male,Arab,Master/PhD,Divorced,Employed,Rent,False,2,2,False,True,False,True,False,True,True,False,True,True,0
55-64,Male,Kurd,Bachelor’s Degree,Married,Student,Rent,False,2,1,False,False,True,False,False,True,True,True,False,False,0
65+,Female,Other,Literate without schooling,Married,Employed,Rent,True,1,0,True,True,False,True,False,True,False,True,False,False,0
45-54,Male,Arab,Primary School,Single,Unemployed,Rent,True,2,1,False,False,False,False,False,True,True,True,False,True,1
25-34,Male,Turk,Master/PhD,Divorced,Retired,Rent,False,2,1,False,False,False,True,False,False,True,False,True,False,0
55-64,Female,Other,Bachelor’s Degree,Single,Employed,Rent,False,4,0,True,True,False,False,False,True,False,True,False,True,0
18-24,Male,Kurd,Master/PhD,Divorced,Employed,Rent,False,1,0,True,True,False,False,False,True,True,True,False,False,0
18-24,Female,Turk,Master/PhD,Divorced,Retired,Rent,True,3,3,False,True,False,True,False,True,True,False,True,False,2
25-34,Male,Turk,Middle School,Married,Retired,Houseowner,True,3,3,False,True,False,False,False,False,True,False,False,False,2
65+,Male,Kurd,Illiterate,Divorced,Unemployed,Homeless,True,1,3,False,False,True,False,False,True,True,False,False,False,2
