id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability,mitigations,qualifiers,mental_disorder_partially,deaf_15-17,unjust_provocation_moderate,unjust_provocation_mild,age_15-17,age_12-14,discretionary_mitigation,deaf_18-21,unjust_provocation_severe,failed_crime,femicide,tradition,premeditated_kill,relative,to_cover_another_crime,blood_feud,public_servant,monstrous,destructive,child
1189,35-44,Male,Turk,Houseowner,True,True,True,True,True,False,False,False,False,False,False,Primary School,Single,Retired,2,0,1,1,65.16,"['unjust_provocation_mild', 'discretionary_mitigation']",[],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1190,35-44,Female,Other,Homeless,True,False,True,False,True,False,False,True,False,True,True,Literate without schooling,Single,Unemployed,2,2,1,0,85.53,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1191,15-17,Male,Other,Rent,True,False,True,False,False,False,True,True,False,False,False,Primary School,Single,Student,0,0,1,0,53.02,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1192,35-44,Male,Turk,Rent,False,False,True,False,False,False,False,True,True,True,False,Middle School,Single,Unemployed,2,3,1,1,51.29,['unjust_provocation_moderate'],['child'],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1193,45-54,Male,Turk,Rent,True,True,False,True,True,False,False,True,False,False,True,Primary School,Single,Unemployed,1,2,1,0,57.38,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1194,35-44,Male,Turk,Rent,True,False,False,False,False,False,True,True,True,True,True,Middle School,Single,Unemployed,3,4,1,1,77.6,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1195,25-34,Male,Turk,Rent,True,True,False,True,True,False,True,False,True,True,True,High School,Single,Unemployed,1,2,1,0,72.36,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1196,35-44,Female,Turk,Houseowner,False,True,False,False,False,False,False,True,True,True,False,Primary School,Divorced,Employed,3,4,1,1,70.73,['discretionary_mitigation'],['public_servant'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1197,25-34,Male,Turk,Houseowner,False,False,True,True,False,False,False,False,True,True,True,High School,Married,Employed,3,4,1,1,67.27,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1198,45-54,Male,Turk,Rent,True,True,True,True,False,False,False,True,True,True,False,Middle School,Married,Employed,2,4,1,1,83.57,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1199,18-24,Male,Turk,Rent,False,True,False,False,False,False,True,True,True,True,True,High School,Single,Student,4,1,1,1,76.63,[],['child'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1200,25-34,Male,Turk,Rent,False,False,False,False,True,False,True,True,True,True,False,Primary School,Single,Unemployed,4,0,1,0,64.18,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1201,25-34,Male,Other,Rent,False,True,True,False,False,True,False,True,True,True,True,High School,Married,Employed,5,1,1,1,71.5,['discretionary_mitigation'],['destructive'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1202,35-44,Male,Other,Houseowner,False,False,True,True,True,False,False,False,False,True,False,Middle School,Single,Employed,4,0,1,1,74.28,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1203,12-14,Male,Turk,Rent,True,False,False,True,False,False,False,False,False,False,False,Literate without schooling,Single,Student,0,0,1,1,57.88,['age_12-14'],[],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1204,15-17,Male,Turk,Rent,True,False,False,False,False,False,False,True,True,False,False,Illiterate,Single,Student,0,2,1,1,58.73,"['age_15-17', 'unjust_provocation_mild']",[],False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1205,35-44,Male,Turk,Rent,True,True,False,False,False,False,True,False,True,True,False,Primary School,Single,Student,2,2,1,1,71.14,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1206,45-54,Male,Turk,Rent,True,False,False,True,True,False,False,False,True,False,False,Primary School,Divorced,Employed,2,2,1,1,78.63,"['mental_disorder_partially', 'discretionary_mitigation']",['child'],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1207,35-44,Male,Other,Rent,False,True,True,False,True,False,False,False,False,True,False,Primary School,Divorced,Employed,1,1,1,0,66.01,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1208,15-17,Female,Other,Houseowner,False,False,False,False,False,False,False,False,True,False,False,Illiterate,Single,Employed,0,2,1,1,67.35,"['age_15-17', 'discretionary_mitigation']",['relative'],False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1209,45-54,Female,Other,Houseowner,False,True,True,False,False,False,True,True,False,False,False,High School,Married,Unemployed,0,2,1,2,62.04,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1210,45-54,Male,Other,Houseowner,False,False,True,False,True,False,True,False,False,False,True,Literate without schooling,Married,Retired,1,2,1,0,55.42,['discretionary_mitigation'],['child'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1211,35-44,Male,Other,Houseowner,False,False,False,True,True,False,False,False,True,True,False,Literate without schooling,Single,Employed,1,3,1,1,79.65,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1212,25-34,Female,Turk,Houseowner,True,False,True,False,True,False,False,False,False,True,False,Middle School,Married,Retired,1,5,1,0,65.03,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1213,25-34,Male,Turk,Houseowner,False,False,True,True,True,False,False,True,True,True,True,Middle School,Divorced,Unemployed,4,1,1,0,67.04,['mental_disorder_partially'],['relative'],True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1214,35-44,Male,Turk,Houseowner,True,True,False,False,False,False,True,False,False,False,False,High School,Married,Employed,2,2,1,1,74.3,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1215,55-64,Male,Turk,Rent,False,False,True,True,False,False,True,False,True,True,True,Primary School,Divorced,Employed,2,3,1,1,89.28,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1216,25-34,Male,Turk,Houseowner,True,False,False,False,False,False,False,True,False,False,False,Middle School,Married,Student,3,3,1,1,72.52,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1217,45-54,Male,Other,Houseowner,False,False,True,False,True,False,True,False,False,True,False,Middle School,Single,Student,3,0,1,1,65.87,['mental_disorder_partially'],['blood_feud'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1218,35-44,Male,Other,Houseowner,False,True,False,False,False,False,True,True,True,False,False,High School,Single,Employed,1,3,1,1,57.22,[],['blood_feud'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1219,65+,Male,Turk,Houseowner,True,False,True,True,False,False,False,False,True,False,False,High School,Single,Employed,5,2,1,1,55.18,['unjust_provocation_moderate'],[],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1220,25-34,Male,Other,Rent,True,False,True,False,False,False,True,True,True,False,True,Bachelor’s Degree,Married,Retired,3,4,1,1,59.38,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1221,25-34,Male,Turk,Houseowner,True,False,True,True,False,False,False,True,False,False,False,Middle School,Married,Retired,2,3,1,1,76.56,['discretionary_mitigation'],['to_cover_another_crime'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1222,25-34,Male,Turk,Rent,False,True,True,False,True,False,True,True,True,True,True,Middle School,Single,Employed,3,2,1,1,80.83,['unjust_provocation_severe'],[],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1223,12-14,Male,Other,Houseowner,True,False,True,True,False,False,False,True,True,False,False,Illiterate,Single,Employed,0,1,1,1,54.17,['age_12-14'],[],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1224,45-54,Male,Turk,Houseowner,True,False,False,True,False,False,True,True,False,False,False,Primary School,Divorced,Retired,1,3,1,1,84.1,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1225,15-17,Female,Turk,Houseowner,False,True,False,False,False,False,True,True,True,False,False,Illiterate,Single,Employed,0,1,1,1,82.03,['age_15-17'],[],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1226,18-24,Female,Other,Rent,True,True,False,True,True,False,True,True,True,False,False,High School,Single,Employed,1,1,1,1,80.57,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1227,35-44,Female,Turk,Rent,True,True,False,False,True,False,True,True,False,False,False,Primary School,Married,Employed,2,2,1,1,79.32,[],['tradition'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1228,25-34,Male,Turk,Houseowner,False,True,False,True,False,False,False,False,True,True,True,High School,Married,Student,6,1,1,0,53.38,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1229,45-54,Male,Turk,Houseowner,True,True,False,False,True,False,True,False,False,False,False,Middle School,Single,Student,1,1,1,1,75.46,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1230,25-34,Female,Other,Houseowner,True,True,False,True,False,False,True,True,True,False,False,Primary School,Single,Student,1,2,1,1,90.51,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1231,45-54,Male,Turk,Rent,True,True,True,False,True,True,False,True,True,True,True,High School,Single,Employed,3,3,1,1,78.14,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1232,25-34,Female,Turk,Rent,True,False,False,False,True,False,True,False,True,True,False,Middle School,Married,Unemployed,3,2,1,1,70.42,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1233,25-34,Male,Turk,Homeless,True,False,True,True,True,False,True,False,True,True,True,Primary School,Married,Employed,4,0,1,0,77.83,['mental_disorder_partially'],['premeditated_kill'],True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1234,35-44,Male,Other,Rent,True,True,False,False,False,False,False,False,True,True,False,Illiterate,Single,Employed,3,2,1,1,84.56,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1235,15-17,Female,Other,Rent,False,False,True,True,False,False,True,True,False,False,False,Primary School,Single,Employed,0,0,1,1,59.91,['age_15-17'],['femicide'],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1236,45-54,Male,Turk,Houseowner,False,False,True,True,True,False,True,False,False,True,True,Middle School,Single,Retired,4,1,1,1,65.77,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1237,25-34,Male,Turk,Rent,True,True,False,True,False,False,False,True,False,False,True,Bachelor’s Degree,Married,Unemployed,3,2,1,1,79.98,['discretionary_mitigation'],['tradition'],False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1238,25-34,Female,Other,Houseowner,False,False,False,True,True,False,False,False,True,False,True,Primary School,Single,Unemployed,3,1,1,0,55.6,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1239,25-34,Male,Turk,Houseowner,True,True,False,False,True,False,False,False,True,True,True,Primary School,Married,Retired,5,3,1,1,73.4,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1240,25-34,Male,Turk,Rent,False,False,True,True,False,False,False,True,False,False,False,Middle School,Married,Retired,2,2,1,1,76.94,"['unjust_provocation_severe', 'discretionary_mitigation']",[],False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1241,25-34,Male,Turk,Rent,True,False,False,False,True,False,True,True,True,False,True,Primary School,Single,Employed,3,3,1,1,86.04,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1242,55-64,Male,Turk,Houseowner,False,False,False,True,True,True,True,True,False,False,True,High School,Married,Retired,5,0,1,1,54.18,[],['failed_crime'],False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1243,35-44,Female,Other,Rent,False,True,True,False,True,False,False,False,True,True,False,Primary School,Married,Student,3,1,1,1,70.16,[],['tradition'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1244,25-34,Female,Turk,Houseowner,False,False,True,False,True,False,False,False,True,False,False,High School,Single,Retired,2,3,1,1,48.49,['mental_disorder_partially'],['premeditated_kill'],True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1245,15-17,Male,Other,Houseowner,False,False,False,False,False,False,True,False,True,False,False,Literate without schooling,Single,Student,0,0,1,1,54.23,['age_15-17'],['relative'],False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1246,12-14,Female,Other,Homeless,True,True,False,False,False,False,False,False,True,False,False,Illiterate,Single,Employed,0,0,1,0,61.38,"['age_12-14', 'unjust_provocation_severe']",[],False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1247,35-44,Male,Other,Houseowner,False,False,False,False,True,False,True,False,False,False,False,Literate without schooling,Single,Retired,1,1,1,1,70.15,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1248,25-34,Male,Turk,Rent,True,False,True,False,True,False,False,False,True,True,False,High School,Married,Student,1,4,1,1,55.43,['mental_disorder_partially'],['femicide'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1249,25-34,Female,Turk,Rent,True,False,True,True,False,False,False,True,True,True,False,Primary School,Married,Retired,5,3,1,1,93.87,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1250,15-17,Male,Turk,Rent,True,True,False,False,False,False,False,False,True,False,False,Illiterate,Single,Employed,0,1,1,1,74.82,['age_15-17'],['premeditated_kill'],False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1251,25-34,Male,Turk,Houseowner,False,False,True,True,False,False,False,True,True,True,True,Primary School,Single,Student,2,4,1,1,76.42,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1252,25-34,Male,Turk,Rent,True,True,True,False,True,False,True,False,True,True,False,Middle School,Single,Student,0,2,1,1,79.94,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1253,25-34,Male,Turk,Homeless,True,False,True,True,True,False,False,True,False,False,False,Middle School,Married,Retired,3,0,1,0,63.18,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1254,18-24,Male,Turk,Houseowner,True,False,True,False,False,False,True,False,True,False,False,Primary School,Married,Retired,2,1,1,0,56.97,['discretionary_mitigation'],['monstrous'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1255,35-44,Female,Turk,Rent,False,True,False,False,True,False,False,False,False,True,True,Bachelor’s Degree,Single,Student,2,4,1,1,68.49,['mental_disorder_partially'],['relative'],True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1256,45-54,Female,Turk,Rent,False,False,True,False,False,True,False,True,True,True,False,Literate without schooling,Single,Retired,4,2,1,1,92.07,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1257,35-44,Male,Turk,Homeless,True,False,False,True,False,False,True,True,False,True,False,Middle School,Divorced,Retired,2,2,1,0,57.32,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1258,35-44,Female,Other,Houseowner,False,True,False,True,True,False,False,True,True,False,False,Middle School,Married,Employed,3,2,1,1,81.7,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1259,25-34,Female,Turk,Rent,False,False,False,False,True,False,True,False,False,False,False,High School,Single,Student,3,0,1,1,73.09,"['unjust_provocation_severe', 'discretionary_mitigation']",[],False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1260,25-34,Male,Other,Rent,True,True,False,True,False,False,True,True,False,False,True,High School,Single,Retired,4,1,1,1,77.5,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1261,55-64,Male,Turk,Houseowner,True,True,False,True,True,False,True,True,False,False,True,Illiterate,Single,Retired,3,1,1,1,76.49,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1262,35-44,Male,Turk,Rent,True,False,False,True,False,False,False,True,False,False,False,Bachelor’s Degree,Single,Student,5,1,1,1,90.4,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1263,25-34,Female,Turk,Homeless,False,False,True,False,False,False,True,False,False,False,False,Middle School,Single,Retired,2,0,1,0,53.42,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1264,25-34,Male,Other,Rent,False,False,True,True,True,False,True,True,False,False,False,Primary School,Single,Retired,1,0,1,1,53.79,[],['tradition'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1265,25-34,Female,Turk,Rent,False,True,False,True,False,False,True,False,True,True,False,Primary School,Single,Student,2,1,1,1,67.66,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1266,25-34,Male,Turk,Houseowner,True,False,False,False,True,False,True,True,True,True,False,Middle School,Married,Employed,3,4,1,1,83.2,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1267,35-44,Female,Other,Homeless,False,False,True,True,False,True,False,True,True,True,True,Primary School,Married,Unemployed,2,1,1,0,92.0,['discretionary_mitigation'],['femicide'],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1268,35-44,Male,Turk,Houseowner,True,True,True,True,False,False,True,True,True,False,True,Primary School,Single,Student,0,3,1,1,57.2,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1269,25-34,Male,Turk,Rent,False,False,False,True,True,False,False,False,True,True,True,High School,Single,Student,7,0,1,0,63.69,"['mental_disorder_partially', 'unjust_provocation_severe', 'discretionary_mitigation']",['monstrous'],True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1270,35-44,Male,Turk,Houseowner,False,False,True,False,False,False,True,True,False,False,False,Primary School,Single,Student,3,0,1,1,72.55,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1271,18-24,Male,Turk,Rent,False,False,False,False,True,False,True,True,False,True,False,High School,Married,Retired,5,0,1,2,37.88,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1272,35-44,Male,Turk,Rent,True,False,True,False,True,False,True,False,False,False,False,High School,Married,Retired,4,0,1,1,69.36,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1273,18-24,Male,Turk,Houseowner,True,True,False,False,True,False,True,True,True,True,False,Primary School,Single,Retired,2,2,1,1,57.79,['unjust_provocation_moderate'],['femicide'],False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1274,45-54,Male,Turk,Rent,False,False,False,False,True,False,True,True,False,True,True,Primary School,Single,Retired,4,3,1,1,89.85,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1275,25-34,Male,Turk,Rent,True,False,False,True,False,False,False,False,False,False,False,High School,Single,Unemployed,2,1,1,1,65.31,[],['child'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1276,35-44,Female,Other,Homeless,True,True,False,True,False,False,True,True,False,True,False,High School,Single,Retired,5,0,1,1,57.77,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1277,35-44,Male,Turk,Rent,False,False,False,False,True,False,True,True,True,True,False,High School,Single,Student,5,1,1,1,72.91,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1278,25-34,Male,Turk,Houseowner,False,False,True,True,False,False,False,True,False,True,True,Middle School,Single,Employed,4,3,1,1,82.04,['discretionary_mitigation'],['relative'],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1279,35-44,Male,Turk,Rent,True,True,True,False,True,False,True,True,False,True,True,Primary School,Single,Student,2,2,1,1,53.0,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1280,18-24,Female,Turk,Houseowner,True,True,True,False,False,False,True,True,True,False,True,Primary School,Married,Employed,3,2,1,1,78.58,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1281,15-17,Female,Turk,Homeless,False,False,False,True,False,False,False,True,True,False,False,Illiterate,Single,Student,0,0,1,0,69.58,"['age_15-17', 'discretionary_mitigation']",[],False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1282,25-34,Male,Turk,Houseowner,True,True,True,False,True,False,True,False,True,False,True,Middle School,Divorced,Retired,0,3,1,1,70.66,['mental_disorder_partially'],['premeditated_kill'],True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1283,35-44,Male,Turk,Rent,False,False,False,False,False,False,False,False,True,False,True,High School,Single,Unemployed,4,2,1,1,56.7,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1284,35-44,Female,Turk,Homeless,False,True,False,False,True,True,False,False,True,True,True,High School,Single,Retired,4,1,1,1,51.95,['mental_disorder_partially'],['premeditated_kill'],True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1285,25-34,Female,Turk,Houseowner,True,False,False,True,True,True,True,True,False,True,True,Middle School,Married,Retired,3,3,1,1,89.45,['discretionary_mitigation'],['premeditated_kill'],False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1286,25-34,Female,Turk,Houseowner,False,True,False,True,False,False,True,True,True,True,False,Primary School,Single,Employed,2,3,1,1,82.95,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1287,45-54,Male,Turk,Rent,True,False,True,True,True,False,True,True,True,False,True,Middle School,Single,Employed,2,3,1,1,90.92,"['mental_disorder_partially', 'unjust_provocation_mild']",['destructive'],True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1288,18-24,Female,Turk,Houseowner,False,True,False,True,False,False,True,True,True,False,False,Middle School,Married,Student,1,1,1,1,85.65,"['unjust_provocation_moderate', 'discretionary_mitigation']",[],False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1289,35-44,Female,Turk,Houseowner,False,False,True,False,False,False,False,False,True,True,True,Middle School,Married,Student,3,5,1,1,44.88,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1290,25-34,Male,Turk,Houseowner,False,True,False,True,False,False,False,True,False,True,False,Primary School,Single,Employed,3,2,1,1,75.58,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1291,25-34,Female,Turk,Houseowner,True,True,True,False,False,False,True,True,False,True,True,Middle School,Single,Student,6,1,1,1,61.05,[],['child'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1292,35-44,Male,Turk,Houseowner,True,False,True,True,True,False,False,True,True,True,False,Literate without schooling,Single,Employed,4,2,1,1,82.45,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1293,25-34,Female,Turk,Houseowner,True,True,True,False,False,False,False,False,False,True,True,High School,Married,Retired,3,5,1,0,60.41,[],['failed_crime'],False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1294,18-24,Male,Other,Houseowner,False,False,False,True,False,False,True,False,True,True,False,Primary School,Divorced,Retired,3,0,1,0,68.62,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1295,25-34,Male,Turk,Rent,True,True,True,False,False,False,True,False,False,True,True,Middle School,Divorced,Retired,0,4,1,1,68.12,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1296,35-44,Male,Other,Rent,False,False,False,True,False,False,True,False,True,False,False,Middle School,Divorced,Retired,2,1,1,1,74.5,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1297,25-34,Male,Turk,Rent,False,True,False,False,False,False,True,False,True,True,True,Bachelor’s Degree,Married,Student,3,3,1,1,83.49,[],['destructive'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1298,55-64,Female,Turk,Rent,True,True,False,True,True,True,True,False,False,False,True,Middle School,Married,Student,1,1,1,1,72.5,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1299,45-54,Male,Turk,Rent,True,False,True,False,False,True,True,False,False,True,True,High School,Divorced,Student,3,1,1,1,67.27,[],['to_cover_another_crime'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1300,18-24,Female,Other,Houseowner,False,False,False,True,True,False,False,True,False,False,True,Primary School,Married,Unemployed,2,1,1,0,62.0,['discretionary_mitigation'],[],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1301,25-34,Male,Turk,Rent,False,False,False,False,False,False,False,False,False,False,True,Middle School,Married,Student,1,4,1,2,58.85,[],['destructive'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1302,35-44,Male,Other,Houseowner,True,False,False,True,True,False,True,False,False,True,False,Middle School,Single,Student,1,2,1,1,74.84,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
